Sample	Unassigned_Read_Type	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_Secondary	Unassigned_MappingQuality	Unassigned_FragmentLength	Assigned	percent_assigned	Unassigned_MultiMapping	Unassigned_Singleton	Unassigned_NoFeatures	Unassigned_Duplicate	Unassigned_rRNA	Total	Unassigned_NonSplit	Unassigned_Unmapped	Unassigned_Ambiguity	reads_aligned_percentage	not_aligned_percentage	not_aligned	reads_processed	reads_aligned	per_base_sequence_content	per_sequence_quality_scores	overrepresented_sequences	per_sequence_gc_content	Sequences flagged as poor quality	avg_sequence_length	sequence_length_distribution	sequence_duplication_levels	Total Sequences	basic_statistics	Filename	per_base_sequence_quality	adapter_content	%GC	median_sequence_length	per_tile_sequence_quality	File type	Total Bases	per_base_n_content	total_deduplicated_percentage	Encoding	Sequence length	percent_trimmed	r_written	quality_trimmed	r_processed	cutadapt_version	r_with_adapters	bp_written	bp_processed	se_antisense	failed	pe_antisense	se_sense	pe_sense
SRX18804547	0	0	713209	0	0	0	17779729	85.20143113750532	0	0	1369685	0	17703	20867876	0	975092	12458	95.33	4.67	487546.0	10433938.0	9946392.0	fail	pass	warn	warn	0.0	148.79897925404578	warn	fail	10433938.0	pass	SRX18804547_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.5 Gbp	pass	13.749113826487813	Sanger / Illumina 1.9	20-150	0.4413130719447196	10434757	933468	10434757	4.4	3181035	1558306058	1565213550		0.4254	0.5537		0.0209
SRX18804548	0	0	814991	0	0	0	16903172	79.42278645359794	0	0	1723698	0	3693	21282522	0	1824222	12746	91.43	8.57	912111.0	10641261.0	9729150.0	fail	pass	warn	warn	0.0	148.80379458787826	warn	fail	10641261.0	pass	SRX18804548_val_2.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.5 Gbp	pass	21.40017494672171	Sanger / Illumina 1.9	20-150	0.4511319774435139	10642556	1084390	10642556	4.4	3244329	1589181604	1596383400		0.4406	0.5364		0.023
SRX18804549	0	0	727206	0	0	0	15901977	83.47493611811694	0	0	876239	0	134546	19050002	0	1398502	11532	92.66	7.34	699251.0	9525001.0	8825750.0	fail	pass	warn	pass	0.0	148.66863877494606	warn	fail	9525001.0	pass	SRX18804549_val_2.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.4 Gbp	pass	18.25421751654281	Sanger / Illumina 1.9	20-150	0.5137308276351847	9525755	654338	9525755	4.4	3142321	1421522739	1428863250		0.3716	0.6099		0.0185
SRX18804550	0	0	595493	0	0	0	13332122	76.27541603819549	0	0	2221080	0	68869	17478924	0	1251734	9626	92.84	7.16	625867.0	8739462.0	8113595.0	fail	pass	warn	warn	0.0	148.59549100390848	warn	fail	8739462.0	pass	SRX18804550_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.3 Gbp	pass	23.845553759585005	Sanger / Illumina 1.9	20-150	0.5817075294794877	8740343	1181372	8740343	4.4	2687322	1303424965	1311051450		0.3973	0.5426		0.06
SRX18804551	0	0	630877	0	0	0	13173916	80.63216904978049	0	0	1312221	0	91964	16338288	0	1120260	9050	93.14	6.86	560130.0	8169144.0	7609014.0	fail	pass	warn	warn	0.0	148.73426187615252	warn	fail	8169144.0	pass	SRX18804551_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.2 Gbp	pass	19.556513632112686	Sanger / Illumina 1.9	20-150	0.4757995104039168	8170000	684446	8170000	4.4	2634925	1219669077	1225500000		0.4048	0.5687		0.0264
SRX18804552	0	0	429531	0	0	0	11295101	68.87699367995967	0	0	2101816	0	135458	16398946	0	2429880	7160	85.18	14.82	1214940.0	8199473.0	6984533.0	fail	pass	pass	warn	0.0	147.95507979598202	warn	fail	8199473.0	pass	SRX18804552_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.2 Gbp	pass	22.290865859582052	Sanger / Illumina 1.9	20-150	1.0049248224473406	8200431	822226	8200431	4.4	2832591	1217703425	1230064650		0.4074	0.5268		0.0659
SRX18804553	0	0	519914	0	0	0	13481517	79.25327012283346	0	0	1710404	0	99941	17010676	0	1190622	8278	93.0	7.0	595311.0	8505338.0	7910027.0	fail	pass	warn	warn	0.0	148.31990192512043	warn	fail	8505338.0	pass	SRX18804553_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.2 Gbp	pass	21.169567433150775	Sanger / Illumina 1.9	20-150	0.7612878545902212	8506333	1027975	8506333	4.4	2689058	1266236298	1275949950		0.4094	0.5464		0.0441
SRX18804554	0	0	366792	0	0	0	12790568	81.22043428079103	0	0	1393033	0	70850	15747968	0	1118306	8419	92.9	7.1	559153.0	7873984.0	7314831.0	fail	pass	pass	warn	0.0	148.0840002976892	warn	fail	7873984.0	pass	SRX18804554_val_1.fq.gz	pass	pass	50.0	150	pass	Conventional base calls	1.1 Gbp	pass	21.23180716114712	Sanger / Illumina 1.9	20-150	0.9067648468512468	7874773	877181	7874773	4.4	2500151	1170505099	1181215950		0.3609	0.5929		0.0462
SRX19817112	0	0	301654	0	0	0	7608978	34.85512338355405	0	0	387523	0	418097	21830300	0	13107014	7034	39.96	60.04	6553507.0	10915150.0	4361643.0	fail	pass	pass	warn	0.0	146.78995634508	warn	fail	10915150.0	pass	SRX19817112_val_1.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.6 Gbp	pass	43.81295032943928	Sanger / Illumina 1.9	20-150	3.776160329303493	11150484	2694834	11150484	4.4	4043471	1609413577	1672572600		0.3822	0.6037		0.0141
SRX19817113	0	0	285427	0	0	0	6954626	35.49599529539207	0	0	364607	0	461623	19592706	0	11520040	6383	41.2	58.8	5760020.0	9796353.0	4036333.0	fail	pass	pass	warn	0.0	146.50690261978104	warn	fail	9796353.0	pass	SRX19817113_val_1.fq.gz	pass	pass	49.0	150	pass	Conventional base calls	1.4 Gbp	pass	43.62572875572765	Sanger / Illumina 1.9	20-150	4.547259108318412	10078022	1250678	10078022	4.4	4082860	1442962234	1511703300		0.3944	0.5924		0.0131
SRX19817114	0	0	367374	0	0	0	8709814	41.81195471078135	0	0	503533	0	572239	20830918	0	10669812	8146	48.78	51.22	5334906.0	10415459.0	5080553.0	fail	pass	pass	pass	0.0	146.48436588344308	warn	fail	10415459.0	pass	SRX19817114_val_1.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.5 Gbp	pass	43.8177055553699	Sanger / Illumina 1.9	20-150	4.584031593011337	10715450	1530769	10715450	4.4	4355983	1533637558	1607317500		0.394	0.5909		0.015
SRX19817115	0	0	307158	0	0	0	7375769	34.56454155560304	0	0	374108	0	323373	21339120	0	12951658	7054	39.31	60.69	6475829.0	10669560.0	4193731.0	fail	pass	pass	warn	0.0	147.04317881899536	warn	warn	10669560.0	pass	SRX19817115_val_1.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.5 Gbp	pass	50.39593778741536	Sanger / Illumina 1.9	20-150	3.7161398279555695	10910360	2881717	10910360	4.4	3921266	1575737365	1636554000		0.3776	0.6101		0.0123
SRX19817116	0	0	327489	0	0	0	7462134	35.74429083584957	0	0	392629	0	315059	20876436	0	12372238	6887	40.74	59.26	6186119.0	10438218.0	4252099.0	fail	pass	pass	warn	0.0	147.09963348150038	warn	fail	10438218.0	pass	SRX19817116_val_1.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.5 Gbp	pass	44.84507313982245	Sanger / Illumina 1.9	20-150	3.612267400853005	10668318	2472213	10668318	4.4	3810382	1542442474	1600247700		0.3811	0.6057		0.0132
SRX19817117	0	0	420241	0	0	0	9802232	43.87005462099802	0	0	503347	0	431798	22343788	0	11176822	9348	49.98	50.02	5588411.0	11171894.0	5583483.0	fail	pass	pass	warn	0.0	147.04250487876092	warn	fail	11171894.0	pass	SRX19817117_val_1.fq.gz	pass	pass	48.0	150	pass	Conventional base calls	1.6 Gbp	pass	44.66740659576154	Sanger / Illumina 1.9	20-150	3.715484824742115	11431887	1279456	11431887	4.4	4492280	1651070546	1714783050		0.3821	0.6047		0.0132
SRX2036088	0	0	153818	0	0	0	2374575	5.068629898797738	0	0	3361253	0	38202704	46848459	0	2754120	1989	94.12	5.88	2754120.0	46848459.0	44094339.0	fail	pass	fail	warn	0.0	46.2406110732479	warn	fail	46848459.0	pass	SRX2036088_trimmed.fq.gz	pass	pass	52.0	49	pass	Conventional base calls	2.1 Gbp	pass	7.644980530574844	Sanger / Illumina 1.9	18-50	7.973604859562039	47122765	21687237	47122765	4.4	22025321	2168269096	2356138250	0.0101	0.9121		0.0777	
SRX2036089	0	0	160314	0	0	0	2334699	5.324381107992164	0	0	2776411	0	35938416	43849209	0	2637388	1981	93.99	6.01	2637388.0	43849209.0	41211821.0	fail	pass	fail	warn	0.0	46.20303146175339	warn	fail	43849209.0	pass	SRX2036089_trimmed.fq.gz	pass	pass	52.0	49	pass	Conventional base calls	2 Gbp	pass	8.257397753293102	Sanger / Illumina 1.9	18-50	7.871420424797732	44021704	18654466	44021704	4.4	20715667	2027828530	2201085200	0.0122	0.9165		0.0713	
SRX2036090	0	0	152834	0	0	0	2200673	5.130351864581853	0	0	2284434	0	36066858	42895167	0	2188677	1691	94.9	5.1	2188677.0	42895167.0	40706490.0	fail	pass	fail	warn	0.0	46.08381375458918	warn	fail	42895167.0	pass	SRX2036090_trimmed.fq.gz	pass	pass	52.0	49	fail	Conventional base calls	1.9 Gbp	pass	7.506275250336366	Sanger / Illumina 1.9	18-50	8.264513125945006	43140551	16750465	43140551	4.4	20787123	1978759725	2157027550	0.0082	0.926		0.0658	
SRX2036091	0	0	134869	0	0	0	1803687	4.406123571440873	0	0	2587868	0	33991616	40935915	0	2416302	1573	94.1	5.9	2416302.0	40935915.0	38519613.0	fail	pass	fail	warn	0.0	46.00267596314874	warn	fail	40935915.0	pass	SRX2036091_trimmed.fq.gz	pass	pass	52.0	49	fail	Conventional base calls	1.8 Gbp	pass	7.485651452538954	Sanger / Illumina 1.9	18-50	8.34670982304809	41135979	14239930	41135979	4.4	19115369	1885123910	2056798950	0.0087	0.9217		0.0696	
SRX2036300	0	0	1666878	0	0	0	17053617	63.4486849933086	0	0	5486842	0	1444051	26877810	0	1210042	16380	95.5	4.5	605021.0	13438905.0	12833884.0	fail	pass	warn	pass	0.0	95.10791987888894	warn	fail	13438905.0	pass	SRX2036300_val_2.fq.gz	pass	pass	44.0	100	fail	Conventional base calls	1.2 Gbp	pass	14.718282504105778	Sanger / Illumina 1.9	20-101	3.0606011207383763	13813229	25367640	13813229	4.4	5390703	1352436577	1395136129		0.4536	0.4587		0.0877
SRX2036303	0	0	1634709	0	0	0	15363389	62.39854451759223	0	0	5220251	0	1342520	24621390	0	1044888	15633	95.76	4.24	522444.0	12310695.0	11788251.0	fail	pass	warn	pass	0.0	95.24838069662192	warn	fail	12310695.0	pass	SRX2036303_val_2.fq.gz	pass	pass	43.0	100	fail	Conventional base calls	1.1 Gbp	pass	15.24981948260558	Sanger / Illumina 1.9	20-101	3.080384093770132	12645131	24075499	12645131	4.4	4922548	1237816852	1277158231		0.457	0.4529		0.0902
SRX2036305	0	0	1962658	0	0	0	18751224	62.30453932870992	0	0	5799947	0	2153565	30096080	0	1410960	17726	95.31	4.69	705480.0	15048040.0	14342560.0	warn	pass	warn	warn	0.0	95.09941347843308	warn	fail	15048040.0	pass	SRX2036305_val_2.fq.gz	pass	pass	43.0	100	fail	Conventional base calls	1.4 Gbp	pass	13.578176076447694	Sanger / Illumina 1.9	20-101	7.713969838377299	15473052	101815909	15473052	4.4	6106691	1442226009	1562778252		0.4546	0.4661		0.0793
SRX2036307	0	0	2107105	0	0	0	20436637	64.95656475029372	0	0	6607477	0	730618	31462004	0	1560610	19557	95.04	4.96	780305.0	15731002.0	14950697.0	warn	pass	warn	warn	0.0	95.26327032442052	warn	fail	15731002.0	pass	SRX2036307_val_2.fq.gz	pass	pass	43.0	100	fail	Conventional base calls	1.5 Gbp	pass	13.785498719957562	Sanger / Illumina 1.9	20-101	3.1883887234493624	16122699	28824123	16122699	4.4	6401107	1576473113	1628392599		0.4241	0.4862		0.0896
SRX2037533	0	0	1443055	0	0	0	26084629	70.74244883113832	0	0	6052835	0	919198	36872669	0	2350717	22235	93.62	6.38	2350717.0	36872669.0	34521952.0	fail	pass	warn	warn	0.0	49.21141439476486	warn	fail	36872669.0	pass	SRX2037533_trimmed.fq.gz	pass	pass	45.0	50	warn	Conventional base calls	1.8 Gbp	pass	11.989921163931978	Sanger / Illumina 1.9	20-50	1.626687167695106	36895710	14358083	36895710	4.4	11506480	1814776611	1844785500	0.525	0.3995		0.0755	
SRX2037535	0	0	1492069	0	0	0	27694662	71.88267607402062	0	0	6092037	0	801995	38527589	0	2422873	23953	93.71	6.29	2422873.0	38527589.0	36104716.0	fail	pass	warn	warn	0.0	49.20217343473011	warn	fail	38527589.0	pass	SRX2037535_trimmed.fq.gz	pass	pass	45.0	50	warn	Conventional base calls	1.8 Gbp	pass	12.101082072773291	Sanger / Illumina 1.9	20-50	1.6406006611496755	38550121	15383107	38550121	4.4	11954148	1895883373	1927506050	0.5319	0.3991		0.069	
SRX2037536	0	0	1576394	0	0	0	26757377	55.024366194839935	0	0	5764453	0	3759916	48628233	0	10738957	31136	77.92	22.08	10738957.0	48628233.0	37889276.0	fail	pass	warn	fail	0.0	49.15866759954037	warn	fail	48628233.0	pass	SRX2037536_trimmed.fq.gz	pass	pass	43.0	50	warn	Conventional base calls	2.3 Gbp	pass	10.883086274062158	Sanger / Illumina 1.9	20-50	1.7742198016241062	48685855	22695615	48685855	4.4	14419112	2391103046	2434292750	0.5157	0.4348		0.0495	
SRX2037537	0	0	2009384	0	0	0	32292748	55.22644962096143	0	0	7244496	0	5331787	58473337	0	11557482	37440	80.23	19.77	11557482.0	58473337.0	46915855.0	fail	pass	warn	fail	0.0	49.15974073790248	warn	fail	58473337.0	pass	SRX2037537_trimmed.fq.gz	pass	pass	44.0	50	warn	Conventional base calls	2.8 Gbp	pass	9.583816845381332	Sanger / Illumina 1.9	20-50	1.7713446172010494	58540743	26374386	58540743	4.4	17871805	2875189235	2927037150	0.5041	0.446		0.0499	
SRX2037538	0	0	1956657	0	0	0	33153430	67.5485771228469	0	0	10181803	0	1271375	49080871	0	2482851	34755	94.94	5.06	2482851.0	49080871.0	46598020.0	fail	pass	warn	pass	0.0	49.25594619133796	warn	fail	49080871.0	pass	SRX2037538_trimmed.fq.gz	pass	pass	45.0	50	fail	Conventional base calls	2.4 Gbp	warn	8.303137383901133	Sanger / Illumina 1.9	20-50	1.515070614107562	49097767	15954058	49097767	4.4	15622595	2417695058	2454888350	0.4866	0.4345		0.0789	
SRX2037540	0	0	1634044	0	0	0	26823881	66.09282559737409	0	0	8945419	0	1173519	40585163	0	1981417	26883	95.12	4.88	1981417.0	40585163.0	38603746.0	fail	pass	warn	pass	0.0	49.26099902567842	warn	fail	40585163.0	pass	SRX2037540_trimmed.fq.gz	pass	pass	45.0	50	fail	Conventional base calls	1.9 Gbp	warn	10.580174608336874	Sanger / Illumina 1.9	20-50	1.5052341090790198	40599173	12977131	40599173	4.4	12975310	1999403020	2029958650	0.4772	0.4387		0.0842	
SRX2037541	0	0	1506666	0	0	0	23671118	56.25724111406322	0	0	9151139	0	1217704	42076571	0	6502824	27120	84.55	15.45	6502824.0	42076571.0	35573747.0	fail	pass	warn	fail	0.0	49.20035888856057	warn	fail	42076571.0	pass	SRX2037541_trimmed.fq.gz	pass	pass	45.0	50	fail	Conventional base calls	2 Gbp	warn	12.903993057593857	Sanger / Illumina 1.9	20-50	1.6677735204206432	42112459	16947758	42112459	4.4	13004307	2070505928	2105622950	0.4643	0.4679		0.0678	
SRX2037542	0	0	1661556	0	0	0	27023480	56.07027726169357	0	0	10213120	0	1468312	48195731	0	7797908	31355	83.82	16.18	7797908.0	48195731.0	40397823.0	fail	pass	warn	fail	0.0	49.175663255320266	warn	fail	48195731.0	pass	SRX2037542_trimmed.fq.gz	pass	pass	45.0	50	fail	Conventional base calls	2.3 Gbp	warn	11.323721400327685	Sanger / Illumina 1.9	20-50	1.7136848686154391	48235348	20643988	48235348	4.4	14818326	2370437307	2411767400	0.4668	0.4674		0.0657	
SRX2037691	0	0	1257781	0	0	0	17483394	52.13605704271196	0	0	4887654	0	3066643	33534170	0	6825450	13248	79.65	20.35	3412725.0	16767085.0	13354360.0	fail	pass	warn	fail	0.0	94.15492329167532	warn	fail	16767085.0	pass	SRX2037691_val_2.fq.gz	pass	pass	41.0	100	fail	Conventional base calls	1.5 Gbp	pass	17.618045598682613	Sanger / Illumina 1.9	20-101	9.12526823241462	17360891	138907446	17360891	4.4	6740631	1593442976	1753449991		0.5423	0.4014		0.0564
SRX2037693	0	0	1005248	0	0	0	14314367	42.332836751980594	0	0	4248018	0	8828815	33813862	0	5405466	11948	84.01	15.99	2702733.0	16906931.0	14204198.0	warn	pass	warn	fail	0.0	94.13625015681438	warn	fail	16906931.0	pass	SRX2037693_val_2.fq.gz	pass	pass	45.0	100	fail	Conventional base calls	1.6 Gbp	pass	14.012223585995663	Sanger / Illumina 1.9	20-101	3.890682883593136	17495753	42897779	17495753	4.4	6787296	1698319922	1767071053		0.6331	0.3193		0.0476
SRX2037695	0	0	1113731	0	0	0	14964078	51.25656717062073	0	0	4593311	0	3721143	29194460	0	4789308	12889	83.6	16.4	2394654.0	14597230.0	12202576.0	warn	pass	warn	fail	0.0	94.618956610261	warn	fail	14597230.0	pass	SRX2037695_val_2.fq.gz	pass	pass	44.0	100	fail	Conventional base calls	1.3 Gbp	pass	15.32211004253266	Sanger / Illumina 1.9	20-101	8.513222461443693	15074813	111533401	15074813	4.4	5754469	1392937524	1522556113		0.5742	0.3677		0.0581
SRX2037697	0	0	1139158	0	0	0	15806384	51.41795739758459	0	0	4842895	0	3917113	30740980	0	5021834	13596	83.66	16.34	2510917.0	15370490.0	12859573.0	warn	pass	warn	fail	0.0	94.59497283430782	warn	fail	15370490.0	pass	SRX2037697_val_2.fq.gz	pass	pass	44.0	100	fail	Conventional base calls	1.4 Gbp	pass	15.113122469531689	Sanger / Illumina 1.9	20-101	3.59040201789013	15868699	37829869	15868699	4.4	6137257	1545193840	1602738599		0.5654	0.3733		0.0613
SRX2037699	0	0	1254625	0	0	0	16549935	51.90772783332152	0	0	4525749	0	2067439	31883374	0	7474110	11516	76.56	23.44	3737055.0	15941687.0	12204632.0	fail	pass	warn	fail	0.0	96.75552606195316	warn	fail	15941687.0	pass	SRX2037699_val_1.fq.gz	pass	warn	40.0	100	warn	Conventional base calls	1.5 Gbp	pass	18.99894363485004	Sanger / Illumina 1.9	20-101	8.72692454005249	16502828	128659259	16502828	4.4	6363874	1521326504	1666785628		0.5165	0.4177		0.0658
SRX2037713	0	0	1211576	0	0	0	14817772	44.59904158441542	0	0	4965345	0	2465787	33224418	0	9752354	11584	70.65	29.35	4876177.0	16612209.0	11736032.0	fail	pass	fail	fail	0.0	94.41412301037148	warn	fail	16612209.0	pass	SRX2037713_val_2.fq.gz	pass	warn	37.0	100	fail	Conventional base calls	1.5 Gbp	pass	17.752362305728965	Sanger / Illumina 1.9	20-101	4.623493028213961	17264498	61252855	17264498	4.4	7361983	1663093789	1743714298		0.5294	0.3994		0.0713
SRX2037715	0	0	1101827	0	0	0	14853116	43.06804959656168	0	0	4876991	0	3791205	34487552	0	9851914	12499	71.43	28.57	4925957.0	17243776.0	12317819.0	fail	pass	fail	fail	0.0	94.00242800648768	warn	fail	17243776.0	pass	SRX2037715_val_2.fq.gz	pass	warn	38.0	100	fail	Conventional base calls	1.6 Gbp	pass	17.215360440882552	Sanger / Illumina 1.9	20-101	9.7494092328635	17969097	157274675	17969097	4.4	6926597	1637938836	1814878797		0.5419	0.3995		0.0586
SRX2037717	0	0	794518	0	0	0	11315215	43.44547851549601	0	0	3474396	0	5792106	26044632	0	4658650	9747	82.11	17.89	2329325.0	13022316.0	10692991.0	fail	pass	warn	fail	0.0	94.51342080778872	warn	fail	13022316.0	pass	SRX2037717_val_2.fq.gz	pass	pass	44.0	100	fail	Conventional base calls	1.2 Gbp	pass	15.934601592048043	Sanger / Illumina 1.9	20-101	3.645259038522114	13464928	34099090	13464928	4.4	5138299	1310383746	1359957728		0.6086	0.3379		0.0535
SRX2116174	0	0	118585	0	0	0	2114057	29.081636583437287	0	0	505862	0	2212107	7269388	0	2317034	1743	68.13	31.87	1158517.0	3634694.0	2476177.0	fail	pass	fail	fail	0.0	146.9141974537609	warn	fail	3634694.0	pass	SRX2116174_val_1.fq.gz	pass	warn	39.0	151		Conventional base calls	533.5 Mbp	pass	35.64155464697586	Sanger / Illumina 1.9	20-151	2.8363336478374976	3645705	7626981	3645705	4.4	1369423	534887397	550501455		0.6714	0.2864		0.0422
SRX2116175	0	0	107862	0	0	0	1959750	25.12709392449371	0	0	497507	0	2267505	7799350	0	2964982	1744	61.98	38.02	1482491.0	3899675.0	2417184.0	fail	pass	warn	fail	0.0	146.62738869264746	warn	fail	3899675.0	pass	SRX2116175_val_1.fq.gz	pass	fail	37.0	151		Conventional base calls	571.3 Mbp	pass	42.012231291089805	Sanger / Illumina 1.9	20-151	4.260694825597855	3909093	16355062	3909093	4.4	1864259	565123310	590273043		0.6919	0.2667		0.0415
SRX2116176	0	0	210598	0	0	0	3792618	54.69485761752719	0	0	385490	0	2018791	6934140	0	524232	2411	92.44	7.56	262116.0	3467070.0	3204954.0	fail	pass	warn	warn	0.0	147.31701696244957	warn	fail	3467070.0	pass	SRX2116176_val_1.fq.gz	pass	pass	49.0	151		Conventional base calls	510.4 Mbp	pass	20.76855068331973	Sanger / Illumina 1.9	20-151	3.7150569805397256	3471822	8049011	3471822	4.4	1421974	504769117	524245122		0.6204	0.3557		0.0239
SRX21659709	0	0	444335	0	0	0	14010097	68.45779388786075	0	0	985349	0	3664125	20465306	0	1353868	7532	93.38	6.62	676934.0	10232653.0	9555719.0	fail	pass	fail	pass	0.0	146.8397426356586	warn	fail	10232653.0	pass	SRX21659709_val_1.fq.gz	pass	pass	49.0	150		Conventional base calls	1.5 Gbp	pass	11.386471754181947	Sanger / Illumina 1.9	20-150	1.998549628920013	10250710	4249171	10250710	4.4	3992518	1506876671	1537606500		0.5301	0.4545		0.0154
SRX21659710	0	0	532676	0	0	0	16654994	74.36047291402613	0	0	1001211	0	2675510	22397644	0	1524268	8985	93.19	6.81	762134.0	11198822.0	10436688.0	fail	pass	warn	pass	0.0	147.27436412508388	warn	fail	11198822.0	pass	SRX21659710_val_2.fq.gz	pass	pass	49.0	150		Conventional base calls	1.6 Gbp	pass	12.154069072832748	Sanger / Illumina 1.9	20-150	1.4183505919818966	11218530	412742	11218530	4.4	4397548	1658911787	1682779500		0.4842	0.502		0.0138
SRX21659711	0	0	1034020	0	0	0	34710067	69.17849627963508	0	0	2516867	0	8748838	50174648	0	3146570	18286	93.73	6.27	1573285.0	25087324.0	23514039.0	fail	pass	warn	warn	0.0	146.6561907120903	warn	fail	25087324.0	pass	SRX21659711_val_2.fq.gz	pass	pass	50.0	150		Conventional base calls	3.6 Gbp	pass	8.105207301497112	Sanger / Illumina 1.9	20-150	2.0478347214864967	25122588	8653523	25122588	4.4	9780339	3691217838	3768388200		0.5128	0.4712		0.016
SRX22720559	0	0	1533992	0	0	0	30017058	82.73314594818667	0	0	2105265	0	413734	36281780	0	2189128	22603	93.97	6.03	1094564.0	18140890.0	17046326.0	fail	pass	pass	pass	0.0	99.22244718974648	warn	fail	18140890.0	pass	SRX22720559_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.8 Gbp	pass	21.08725783860488	Sanger / Illumina 1.9	20-100	0.4967059349064956	18141718	1154726	18141718	4.4	5742112	1805160701	1814171800		0.3996	0.5836		0.0168
SRX22720560	0	0	1511623	0	0	0	30199486	83.3685474820669	0	0	2107234	0	442224	36224076	0	1940142	23367	94.64	5.36	970071.0	18112038.0	17141967.0	fail	pass	pass	pass	0.0	99.26980420425356	warn	fail	18112038.0	pass	SRX22720560_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	23.122717521836385	Sanger / Illumina 1.9	20-100	0.4903642664018598	18112321	716346	18112321	4.4	6085623	1802350465	1811232100		0.4088	0.573		0.0182
SRX22720561	0	0	1627579	0	0	0	30521793	84.3209372445415	0	0	1927686	0	212298	36197170	0	1887646	20168	94.79	5.21	943823.0	18098585.0	17154762.0	fail	pass	warn	pass	0.0	99.27459157718684	warn	fail	18098585.0	pass	SRX22720561_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	17.422074981038634	Sanger / Illumina 1.9	20-100	0.4598536084754942	18098862	1070459	18098862	4.4	5443810	1801563373	1809886200		0.4222	0.5657		0.012
SRX22720562	0	0	1594097	0	0	0	30021853	83.23214496514585	0	0	2220825	0	346665	36070022	0	1865774	20808	94.83	5.17	932887.0	18035011.0	17102124.0	fail	pass	warn	pass	0.0	99.2688526777167	warn	fail	18035011.0	pass	SRX22720562_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	21.86828059130634	Sanger / Illumina 1.9	20-100	0.4637148927603112	18035347	1137430	18035347	4.4	5434976	1795171441	1803534700		0.4271	0.5566		0.0163
SRX22720563	0	0	1590127	0	0	0	29977116	83.08405994534549	0	0	2083831	0	294621	36080466	0	2114412	20359	94.14	5.86	1057206.0	18040233.0	16983027.0	fail	pass	warn	pass	0.0	99.14400152148812	warn	fail	18040233.0	pass	SRX22720563_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	17.556651286566794	Sanger / Illumina 1.9	18-100	0.4558449771201231	18044459	686715	18044459	4.4	5643906	1796220424	1804445900		0.412	0.5715		0.0164
SRX22720564	0	0	1579687	0	0	0	30522345	84.10579155600844	0	0	2045050	0	349680	36290420	0	1773506	20152	95.11	4.89	886753.0	18145210.0	17258457.0	fail	pass	warn	pass	0.0	99.264377320516	warn	fail	18145210.0	pass	SRX22720564_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.8 Gbp	pass	18.554130277486102	Sanger / Illumina 1.9	20-100	0.4745095363665337	18145433	637521	18145433	4.4	6006957	1805933119	1814543300		0.4014	0.5821		0.0165
SRX22720565	0	0	1514187	0	0	0	30114293	83.41058214447035	0	0	1919146	0	467744	36103684	0	2066092	22222	94.28	5.72	1033046.0	18051842.0	17018796.0	fail	pass	pass	pass	0.0	99.27492319066388	warn	fail	18051842.0	pass	SRX22720565_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	21.197336176869022	Sanger / Illumina 1.9	20-100	0.4592134431496928	18052198	1074829	18052198	4.4	5430021	1796929988	1805219800		0.4258	0.5589		0.0152
SRX22720566	0	0	1528685	0	0	0	29862667	82.43169504343784	0	0	1987082	0	383423	36227166	0	2442432	22877	93.26	6.74	1221216.0	18113583.0	16892367.0	fail	pass	pass	pass	0.0	99.15635266639406	warn	fail	18113583.0	pass	SRX22720566_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	1.8 Gbp	pass	22.55909565461601	Sanger / Illumina 1.9	18-100	0.5700767047867785	18117383	1190582	18117383	4.4	6260817	1801410002	1811738300		0.4259	0.5588		0.0153
SRX22720567	0	0	1601064	0	0	0	30660098	85.05633729828868	0	0	1606553	0	352211	36046812	0	1805610	21276	94.99	5.01	902805.0	18023406.0	17120601.0	fail	pass	warn	pass	0.0	99.2619486017238	warn	fail	18023406.0	pass	SRX22720567_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	1.7 Gbp	pass	22.410830830405423	Sanger / Illumina 1.9	20-100	0.4854567624383248	18023669	714314	18023669	4.4	5995343	1793617188	1802366900		0.4117	0.5765		0.0117
