Sample	Unassigned_Read_Type	Unassigned_Chimera	Unassigned_Overlapping_Length	Unassigned_Secondary	Unassigned_MappingQuality	Unassigned_FragmentLength	Assigned	percent_assigned	Unassigned_MultiMapping	Unassigned_Singleton	Unassigned_NoFeatures	Unassigned_Duplicate	Unassigned_rRNA	Total	Unassigned_NonSplit	Unassigned_Unmapped	Unassigned_Ambiguity	reads_aligned_percentage	not_aligned_percentage	not_aligned	reads_processed	reads_aligned	per_base_sequence_content	per_sequence_quality_scores	overrepresented_sequences	per_sequence_gc_content	Sequences flagged as poor quality	avg_sequence_length	sequence_length_distribution	sequence_duplication_levels	Total Sequences	basic_statistics	Filename	per_base_sequence_quality	adapter_content	%GC	median_sequence_length	per_tile_sequence_quality	File type	Total Bases	per_base_n_content	total_deduplicated_percentage	Encoding	Sequence length	percent_trimmed	r_written	quality_trimmed	r_processed	cutadapt_version	r_with_adapters	bp_written	bp_processed	se_antisense	failed	pe_antisense	se_sense	pe_sense
SRX5329174	0	0	2865279	0	0	0	56638517	79.49950187990926	0	0	4616349	0	144404	71243864	0	6941288	38027	90.26	9.74	3470644.0	35621932.0	32151288.0	fail	pass	warn	warn	0.0	98.96987204399808	warn	fail	35621932.0	pass	SRX5329174_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	3.5 Gbp	pass	7.187652511418811	Sanger / Illumina 1.9	20-100	4.32417892998432	36900020	66258936	36900020	4.4	12073240	3530439711	3690002000		0.3869	0.597		0.0161
SRX5329175	0	0	1721381	0	0	0	35145870	53.24580804743994	0	0	2655265	0	2706232	66006830	0	23754702	23380	64.01	35.99	11877351.0	33003415.0	21126064.0	fail	pass	warn	fail	0.0	99.08576739710118	warn	fail	33003415.0	pass	SRX5329175_val_1.fq.gz	pass	pass	50.0	100		Conventional base calls	3.2 Gbp	pass	6.921511752855484	Sanger / Illumina 1.9	20-100	0.6727380343932392	33120928	4517730	33120928	4.4	11019476	3289811092	3312092800		0.4238	0.5613		0.0149
SRX5329176	0	0	519386	0	0	0	10462682	15.485039233263755	0	0	1193810	0	1784472	67566390	0	53600112	5928	20.67	79.33	26800056.0	33783195.0	6983139.0	fail	pass	warn	warn	0.0	99.04047778784688	warn	fail	33783195.0	pass	SRX5329176_val_1.fq.gz	pass	pass	53.0	100		Conventional base calls	3.3 Gbp	pass	5.1344590734462345	Sanger / Illumina 1.9	20-100	0.7283152374724169	33943858	4840479	33943858	4.4	11601748	3369663971	3394385800		0.5153	0.4576		0.0271
SRX5329177	0	0	2542950	0	0	0	48851758	74.96721357462668	0	0	4251303	0	1126049	65164164	0	8356878	35226	87.18	12.82	4178439.0	32582082.0	28403643.0	fail	pass	warn	pass	0.0	99.03273645926004	warn	fail	32582082.0	pass	SRX5329177_val_1.fq.gz	pass	pass	49.0	100		Conventional base calls	3.2 Gbp	pass	7.509469540576355	Sanger / Illumina 1.9	20-100	1.1934406353846545	32706613	19254832	32706613	4.4	10006056	3231627899	3270661300		0.3961	0.5857		0.0181
SRX5329178	0	0	351492	0	0	0	7488934	13.087551299493978	0	0	1099702	0	1670256	57221812	0	46606926	4502	18.55	81.45	23303463.0	28610906.0	5307443.0	fail	pass	warn	warn	0.0	99.02640105140328	warn	fail	28610906.0	pass	SRX5329178_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	2.8 Gbp	pass	6.89305426928158	Sanger / Illumina 1.9	20-100	1.002389827115634	28689523	16463154	28689523	4.4	7365911	2840194214	2868952300		0.5352	0.4289		0.0359
SRX5329179	0	0	526786	0	0	0	10369214	16.49120780232894	0	0	890849	0	1642401	62877226	0	49441104	6872	21.37	78.63	24720552.0	31438613.0	6718061.0	fail	pass	fail	warn	0.0	99.10478213526788	warn	fail	31438613.0	pass	SRX5329179_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	3.1 Gbp	pass	6.648368914229239	Sanger / Illumina 1.9	20-100	0.6583170805347107	31484834	4120876	31484834	4.4	10599016	3127756396	3148483400		0.475	0.5083		0.0167
SRX5329180	0	0	989219	0	0	0	18946904	25.71500620111145	0	0	2656112	0	1832785	73680340	0	49242630	12690	33.17	66.83	24621315.0	36840170.0	12218855.0	fail	pass	warn	fail	0.0	98.97936138731173	warn	fail	36840170.0	pass	SRX5329180_val_2.fq.gz	pass	pass	51.0	100		Conventional base calls	3.6 Gbp	pass	8.300928479198507	Sanger / Illumina 1.9	20-100	0.9955232627975362	36930468	20371155	36930468	4.4	10159015	3656281660	3693046800		0.4407	0.5242		0.0351
SRX5329181	0	0	1377150	0	0	0	32657847	51.55680233924813	0	0	9132460	0	2511129	63343430	0	17641692	23152	72.15	27.85	8820846.0	31671715.0	22850869.0	fail	pass	warn	fail	0.0	98.79312149657824	warn	fail	31671715.0	pass	SRX5329181_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3.1 Gbp	pass	11.396630825664433	Sanger / Illumina 1.9	20-100	0.7761874637276469	31802803	5316228	31802803	4.4	10428067	3155595363	3180280300		0.446	0.4814		0.0726
SRX5329182	0	0	2031901	0	0	0	42116605	76.49880171278132	0	0	4834660	0	507578	55055248	0	5538386	26118	89.94	10.06	2769193.0	27527624.0	24758431.0	fail	pass	warn	fail	0.0	98.86660170888705	warn	fail	27527624.0	pass	SRX5329182_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	2.7 Gbp	pass	10.11163357284863	Sanger / Illumina 1.9	20-100	0.7301169382438032	27609958	4834643	27609958	4.4	8876127	2740837302	2760995800		0.4011	0.5749		0.0239
SRX5329183	0	0	2042219	0	0	0	45676261	59.94829718593465	0	0	9542203	0	2083271	76192758	0	16816292	32512	77.93	22.07	8408146.0	38096379.0	29688233.0	fail	pass	warn	warn	0.0	98.88790811326189	warn	fail	38096379.0	pass	SRX5329183_val_2.fq.gz	pass	pass	48.0	100		Conventional base calls	3.7 Gbp	pass	9.427428478689995	Sanger / Illumina 1.9	20-100	1.0858783477443898	38199489	19845786	38199489	4.4	12097202	3778468902	3819948900		0.4534	0.4822		0.0644
SRX5329184	0	0	1206829	0	0	0	24092674	29.687681561180383	0	0	1964659	0	3238586	81153774	0	50635882	15144	37.61	62.39	25317941.0	40576887.0	15258946.0	fail	pass	warn	fail	0.0	98.95997221275256	warn	fail	40576887.0	pass	SRX5329184_val_2.fq.gz	pass	pass	52.0	100		Conventional base calls	4 Gbp	pass	7.178186808605644	Sanger / Illumina 1.9	20-100	1.0440762584375822	40683603	22297468	40683603	4.4	11086903	4025883516	4068360300		0.4566	0.529		0.0144
SRX5329185	0	0	153186	0	0	0	3494126	7.763539900778695	0	0	899613	0	1060920	45006866	0	39396438	2583	12.47	87.53	19698219.0	22503433.0	2805214.0	fail	pass	fail	fail	0.0	98.9162462456284	warn	fail	22503433.0	pass	SRX5329185_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	2.2 Gbp	pass	7.255125508586002	Sanger / Illumina 1.9	20-100	0.8292449278050624	22561485	3555929	22561485	4.4	7779061	2237439503	2256148500		0.5223	0.4165		0.0611
SRX5329186	0	0	65215	0	0	0	1598452	3.331539507179959	0	0	433633	0	622488	47979380	0	45258290	1302	5.67	94.33	22629145.0	23989690.0	1360545.0	fail	pass	fail	warn	0.0	99.04160362222272	warn	fail	23989690.0	pass	SRX5329186_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	2.3 Gbp	pass	5.746240645744328	Sanger / Illumina 1.9	20-100	0.6860092241242217	24039789	3472403	24039789	4.4	8174791	2387487383	2403978900		0.5514	0.3946		0.054
SRX5329187	0	0	1244443	0	0	0	23804789	43.918422555092974	0	0	3465461	0	1273223	54202286	0	24399880	14490	54.98	45.02	12199940.0	27101143.0	14901203.0	fail	pass	fail	fail	0.0	98.84900419144684	warn	fail	27101143.0	pass	SRX5329187_val_2.fq.gz	pass	pass	49.0	100		Conventional base calls	2.6 Gbp	pass	10.035477360997238	Sanger / Illumina 1.9	20-100	1.302467565766574	27226711	21716236	27226711	4.4	8174988	2687209192	2722671100		0.4212	0.5407		0.0381
SRX5329188	0	0	1130814	0	0	0	23216903	35.09119804725441	0	0	2918941	0	2910500	66161614	0	35970112	14344	45.63	54.37	17985056.0	33080807.0	15095751.0	fail	pass	warn	fail	0.0	98.98187646994222	warn	fail	33080807.0	pass	SRX5329188_val_1.fq.gz	pass	pass	51.0	100		Conventional base calls	3.2 Gbp	pass	6.879343172899595	Sanger / Illumina 1.9	20-100	0.9822234393382128	33164008	16969380	33164008	4.4	9314085	3283826334	3316400800		0.4985	0.4679		0.0336
SRX5329189	0	0	366871	0	0	0	9435369	15.400975778109787	0	0	2693104	0	4033999	61264748	0	44728750	6655	26.99	73.01	22364375.0	30632374.0	8267999.0	fail	pass	warn	fail	0.0	99.03839349832958	warn	fail	30632374.0	pass	SRX5329189_val_1.fq.gz	pass	pass	52.0	100		Conventional base calls	3 Gbp	pass	7.015582232760466	Sanger / Illumina 1.9	20-100	2.608708949342056	31343712	19845655	31343712	4.4	10948835	3052604578	3134371200		0.5669	0.3836		0.0496
SRX5329190	0	0	303934	0	0	0	7163475	9.732924150996922	0	0	1790287	0	2078981	73600440	0	62258306	5457	15.41	84.59	31129153.0	36800220.0	5671067.0	fail	pass	fail	fail	0.0	98.9808080495171	warn	fail	36800220.0	pass	SRX5329190_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	3.6 Gbp	pass	7.325629918999482	Sanger / Illumina 1.9	20-100	1.0475048982223325	36903184	22291026	36903184	4.4	9455623	3651662134	3690318400		0.5157	0.425		0.0593
SRX5329191	0	0	449975	0	0	0	9395642	12.568196366475709	0	0	1337800	0	1867285	74757282	0	61700792	5788	17.47	82.53	30850396.0	37378641.0	6528245.0	fail	pass	fail	warn	0.0	98.96736368772744	warn	fail	37378641.0	pass	SRX5329191_val_2.fq.gz	pass	pass	53.0	100		Conventional base calls	3.7 Gbp	pass	6.664922987219713	Sanger / Illumina 1.9	20-100	0.7492401146059634	37478678	5359905	37478678	4.4	12789133	3719787271	3747867800		0.5352	0.4293		0.0356
SRX5329192	0	0	633755	0	0	0	12534295	18.763295594259137	0	0	1812401	0	2838153	66802204	0	48976566	7034	26.68	73.32	24488283.0	33401102.0	8912819.0	fail	pass	fail	fail	0.0	98.47468553582452	warn	fail	33401102.0	pass	SRX5329192_val_2.fq.gz	pass	pass	52.0	100		Conventional base calls	3.2 Gbp	pass	8.232545322584192	Sanger / Illumina 1.9	20-100	3.029113366183157	34294248	20724289	34294248	4.4	12900032	3325543635	3429424800		0.4863	0.4849		0.0287
SRX5329193	0	0	1224994	0	0	0	25040439	35.56925001335244	0	0	2584146	0	1768831	70399120	0	39766352	14358	43.51	56.49	19883176.0	35199560.0	15316384.0	fail	pass	warn	fail	0.0	98.96041081195334	warn	fail	35199560.0	pass	SRX5329193_val_2.fq.gz	pass	pass	51.0	100		Conventional base calls	3.4 Gbp	pass	8.42545547377549	Sanger / Illumina 1.9	20-100	1.0707238439993425	35305646	21994945	35305646	4.4	9706840	3492762003	3530564600		0.4591	0.5152		0.0257
SRX5329194	0	0	948889	0	0	0	18517956	25.43490103055684	0	0	1521821	0	2214896	72805300	0	49588864	12874	31.89	68.11	24794432.0	36402650.0	11608218.0	fail	pass	warn	warn	0.0	99.017685855288	warn	fail	36402650.0	pass	SRX5329194_val_2.fq.gz	pass	pass	52.0	100		Conventional base calls	3.6 Gbp	pass	7.456979590109239	Sanger / Illumina 1.9	20-100	0.9612736907166134	36487288	19193417	36487288	4.4	9646124	3613654530	3648728800		0.4453	0.5399		0.0149
SRX6700162	0	0	3869962	0	0	0	61689032	83.13557653681805	0	0	4830683	0	364932	74202928	0	3406460	41859	95.41	4.59	1703230.0	37101464.0	35398234.0	fail	pass	warn	pass	0.0	120.65768625734016	warn	fail	37101464.0	pass	SRX6700162_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	4.4 Gbp	pass	8.938156573205479	Sanger / Illumina 1.9	20-126	4.356176873159794	37358855	45342321	37358855	4.4	17310679	4502161087	4707215730		0.4054	0.579		0.0156
SRX6700163	0	0	3729355	0	0	0	56017804	82.53242021769375	0	0	5222507	0	135590	67873696	0	2728838	39602	95.98	4.02	1364419.0	33936848.0	32572429.0	fail	pass	warn	warn	0.0	121.31670124461763	warn	fail	33936848.0	pass	SRX6700163_val_1.fq.gz	pass	pass	49.0	126		Conventional base calls	4.1 Gbp	pass	8.964268533344622	Sanger / Illumina 1.9	20-126	6.943490822603512	34246837	200243203	34246837	4.4	12799396	4015482788	4315101462		0.3486	0.6369		0.0146
SRX6700164	0	0	4372601	0	0	0	68234509	82.4129698403439	0	0	5598440	0	654175	82795838	0	3891454	44659	95.3	4.7	1945727.0	41397919.0	39452192.0	fail	pass	warn	pass	0.0	119.73847443877554	warn	fail	41397919.0	pass	SRX6700164_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	4.9 Gbp	pass	8.233694040060577	Sanger / Illumina 1.9	20-126	7.4378340553933455	41675613	215759316	41675613	4.4	17960504	4860557108	5251127238		0.4067	0.577		0.0163
SRX6700165	0	0	4112318	0	0	0	68454596	80.93809430673201	0	0	8471648	0	155512	84576486	0	3338362	44050	96.05	3.95	1669181.0	42288243.0	40619062.0	fail	pass	warn	pass	0.0	121.55444670519888	warn	fail	42288243.0	pass	SRX6700165_val_1.fq.gz	pass	pass	49.0	126		Conventional base calls	5.1 Gbp	pass	8.804518125550297	Sanger / Illumina 1.9	20-126	3.6591564683164863	42557864	58574107	42557864	4.4	18884442	5166076251	5362290864		0.3717	0.607		0.0212
SRX6700166	0	0	3628822	0	0	0	58241784	79.81915156923975	0	0	6300348	0	620232	72967180	0	4141428	34566	94.32	5.68	2070714.0	36483590.0	34412876.0	fail	pass	warn	warn	0.0	119.50268460422892	warn	fail	36483590.0	pass	SRX6700166_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	4.3 Gbp	pass	9.812937655624742	Sanger / Illumina 1.9	20-126	5.279267710072293	36763815	61885922	36763815	4.4	17588898	4387692303	4632240690		0.4179	0.5566		0.0255
SRX6700167	0	0	3427167	0	0	0	56488770	80.77371550909412	0	0	6211951	0	236099	69934594	0	3535960	34647	94.94	5.06	1767980.0	34967297.0	33199317.0	fail	pass	warn	pass	0.0	120.48711606161608	warn	fail	34967297.0	pass	SRX6700167_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	4.2 Gbp	pass	10.023500984106514	Sanger / Illumina 1.9	20-126	6.92083702112212	35190572	176428912	35190572	4.4	14574970	4127141323	4434012072		0.4161	0.557		0.0269
SRX6700168	0	0	3908146	0	0	0	65047579	81.88765381289402	0	0	6898412	0	336629	79435148	0	3202220	42162	95.97	4.03	1601110.0	39717574.0	38116464.0	fail	pass	warn	pass	0.0	118.84963998556408	warn	fail	39717574.0	pass	SRX6700168_val_2.fq.gz	pass	pass	47.0	122		Conventional base calls	4.7 Gbp	pass	8.520886055643698	Sanger / Illumina 1.9	20-126	6.23216974325355	39959781	179102520	39959781	4.4	16877977	4721146872	5034932406		0.4241	0.5496		0.0262
SRX6700169	0	0	3343311	0	0	0	57042023	81.2882149008611	0	0	6051298	0	643296	70172562	0	3058396	34238	95.64	4.36	1529198.0	35086281.0	33557083.0	fail	pass	warn	warn	0.0	118.45489771343962	warn	fail	35086281.0	pass	SRX6700169_val_2.fq.gz	pass	pass	47.0	122		Conventional base calls	4.1 Gbp	pass	9.514336553882195	Sanger / Illumina 1.9	20-126	4.570477001045129	35372372	83701166	35372372	4.4	16379644	4253216420	4456918872		0.4437	0.5294		0.0269
SRX6700170	0	0	3867803	0	0	0	66985338	81.72540573040013	0	0	7531782	0	269256	81963910	0	3267368	42363	96.01	3.99	1633684.0	40981955.0	39348271.0	fail	pass	warn	warn	0.0	120.2483912004686	warn	fail	40981955.0	pass	SRX6700170_val_1.fq.gz	pass	pass	47.0	126		Conventional base calls	4.9 Gbp	pass	8.988819200395035	Sanger / Illumina 1.9	20-126	6.801618964264698	41221985	195322550	41221985	4.4	18075992	4840696054	5193970110		0.44	0.532		0.028
SRX6700171	0	0	2944063	0	0	0	65559582	74.053448903235	0	0	15157853	0	740651	88530086	0	4075516	52421	95.4	4.6	2037758.0	44265043.0	42227285.0	fail	pass	warn	pass	0.0	120.75024725492754	warn	fail	44265043.0	pass	SRX6700171_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	5.3 Gbp	pass	10.713330056050223	Sanger / Illumina 1.9	20-126	4.278876839879561	44531620	58711765	44531620	4.4	19973729	5370897020	5610984120		0.4413	0.5		0.0587
SRX6700172	0	0	2916707	0	0	0	59396997	73.9390406270507	0	0	14076109	0	346724	80332388	0	3544634	51217	95.59	4.41	1772317.0	40166194.0	38393877.0	fail	pass	warn	warn	0.0	120.99082728624973	warn	fail	40166194.0	pass	SRX6700172_val_1.fq.gz	pass	pass	47.0	126		Conventional base calls	4.8 Gbp	pass	11.667640078184949	Sanger / Illumina 1.9	20-126	4.093445192568234	40413883	63116606	40413883	4.4	17905714	4883704919	5092149258		0.4325	0.5051		0.0625
SRX6700173	0	0	2432713	0	0	0	50428646	72.08924943026807	0	0	13283319	0	568473	69953074	0	3197144	42779	95.43	4.57	1598572.0	34976537.0	33377965.0	fail	pass	warn	pass	0.0	121.23119781698227	warn	fail	34976537.0	pass	SRX6700173_val_1.fq.gz	pass	pass	47.0	126		Conventional base calls	4.2 Gbp	pass	12.966172055940325	Sanger / Illumina 1.9	20-126	6.279590417773752	35211323	175346849	35211323	4.4	14261727	4158024713	4436626698		0.4483	0.4832		0.0685
SRX6700174	0	0	4511310	0	0	0	67467324	82.47230155621762	0	0	5519178	0	711289	81806040	0	3548152	48787	95.66	4.34	1774076.0	40903020.0	39128944.0	fail	pass	warn	pass	0.0	121.42599204166342	warn	fail	40903020.0	pass	SRX6700174_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	4.9 Gbp	pass	8.58304884840486	Sanger / Illumina 1.9	20-126	6.660009277227756	41194230	228514603	41194230	4.4	15908131	4844786998	5190472980		0.3803	0.6054		0.0143
SRX6700175	0	0	3908453	0	0	0	60475496	82.94457392088725	0	0	4760846	0	523015	72910732	0	3200616	42306	95.61	4.39	1600308.0	36455366.0	34855058.0	fail	pass	pass	pass	0.0	120.8564320270437	warn	fail	36455366.0	pass	SRX6700175_val_1.fq.gz	pass	pass	48.0	126		Conventional base calls	4.4 Gbp	pass	9.425719153635995	Sanger / Illumina 1.9	20-126	4.210824440432123	36758439	57208165	36758439	4.4	16615783	4436536314	4631563314		0.3932	0.5891		0.0176
SRX6700176	0	0	4961043	0	0	0	67768966	82.29938493234965	0	0	5979141	0	232937	82344438	0	3352858	49493	95.93	4.07	1676429.0	41172219.0	39495790.0	fail	pass	warn	pass	0.0	120.09623610522424	warn	fail	41172219.0	pass	SRX6700176_val_1.fq.gz	pass	pass	47.0	126		Conventional base calls	4.9 Gbp	pass	8.632561864869373	Sanger / Illumina 1.9	20-126	4.788528138106773	41437418	53392983	41437418	4.4	20125844	4971100123	5221114668		0.3925	0.5897		0.0177
SRX6700177	0	0	3127787	0	0	0	47915265	81.97530917001207	0	0	4480875	0	158857	58450850	0	2738146	29920	95.32	4.68	1369073.0	29225425.0	27856352.0	fail	pass	warn	warn	0.0	121.11009598662808	warn	fail	29225425.0	pass	SRX6700177_val_1.fq.gz	pass	pass	47.0	126		Conventional base calls	3.5 Gbp	pass	10.19807517549855	Sanger / Illumina 1.9	20-126	6.263906671393182	29425882	139545714	29425882	4.4	12022951	3475416699	3707661132		0.4066	0.5742		0.0192
SRX6700178	0	0	2962729	0	0	0	48300995	82.72549048354469	0	0	3946657	0	174929	58387076	0	2970848	30918	94.91	5.09	1485424.0	29193538.0	27708114.0	fail	pass	warn	warn	0.0	118.41169371112196	warn	fail	29193538.0	pass	SRX6700178_val_2.fq.gz	pass	pass	47.0	122		Conventional base calls	3.4 Gbp	pass	10.096180469171085	Sanger / Illumina 1.9	20-126	6.740898732423968	29428781	161889422	29428781	4.4	11556013	3458072101	3708026406		0.4107	0.5709		0.0185
SRX6700179	0	0	3352799	0	0	0	55247065	68.61784494588628	0	0	4601602	0	5610600	80514136	0	11669748	32322	85.51	14.49	5834874.0	40257068.0	34422194.0	fail	pass	warn	warn	0.0	118.51173232486778	warn	fail	40257068.0	pass	SRX6700179_val_2.fq.gz	pass	pass	48.0	122		Conventional base calls	4.7 Gbp	pass	8.280893133486627	Sanger / Illumina 1.9	20-126	3.620302961429022	40557986	55324692	40557986	4.4	17315485	4925297668	5110306236		0.4577	0.5263		0.016
SRX6700180	0	0	3089184	0	0	0	55319605	57.63415701244233	0	0	4941913	0	11445156	95984062	0	21157462	30742	77.96	22.04	10578731.0	47992031.0	37413300.0	fail	pass	warn	warn	0.0	118.21875119225524	warn	fail	47992031.0	pass	SRX6700180_val_2.fq.gz	pass	pass	49.0	122		Conventional base calls	5.6 Gbp	pass	7.013783673183799	Sanger / Illumina 1.9	20-126	6.740763017003356	48302062	250393802	48302062	4.4	19937754	5675812943	6086059812		0.526	0.4539		0.0201
SRX6700181	0	0	3318897	0	0	0	56536828	83.79750079718808	0	0	5209182	0	319532	67468394	0	2051134	32821	96.96	3.04	1025567.0	33734197.0	32708630.0	fail	pass	warn	pass	0.0	118.69242009821666	warn	fail	33734197.0	pass	SRX6700181_val_2.fq.gz	pass	pass	47.0	122		Conventional base calls	4 Gbp	pass	8.376036699439062	Sanger / Illumina 1.9	20-126	3.9856015420495527	33933614	45347468	33933614	4.4	15138467	4105225575	4275635364		0.4445	0.5324		0.023
SRX6700182	0	0	3100329	0	0	0	57500553	65.53179267708977	0	0	5154032	0	8300555	87744514	0	13659434	29611	84.43	15.57	6829717.0	43872257.0	37042540.0	fail	pass	warn	pass	0.0	117.78666429219724	warn	fail	43872257.0	pass	SRX6700182_val_2.fq.gz	pass	pass	48.0	122		Conventional base calls	5.1 Gbp	pass	7.276174641626801	Sanger / Illumina 1.9	20-126	4.663894727117205	44142686	61517044	44142686	4.4	20413515	5302573617	5561978436		0.5056	0.4753		0.0191
SRX6700183	0	0	1881718	0	0	0	44078266	73.21875498436184	0	0	11229305	0	673231	60200786	0	2304522	33744	96.17	3.83	1152261.0	30100393.0	28948132.0	fail	pass	warn	pass	0.0	118.42744867151734	warn	fail	30100393.0	pass	SRX6700183_val_2.fq.gz	pass	pass	47.0	122		Conventional base calls	3.5 Gbp	pass	9.860168660572803	Sanger / Illumina 1.9	20-126	6.5028077177653865	30265252	131467871	30265252	4.4	13273390	3565442268	3813421752		0.4815	0.4666		0.052
SRX6700184	0	0	2648613	0	0	0	57836811	72.29434917261031	0	0	13932787	0	1909503	80001842	0	3626516	47612	95.47	4.53	1813258.0	40000921.0	38187663.0	fail	pass	warn	pass	0.0	118.50451310858568	warn	fail	40000921.0	pass	SRX6700184_val_2.fq.gz	pass	pass	47.0	122		Conventional base calls	4.7 Gbp	pass	9.502105090245378	Sanger / Illumina 1.9	20-126	6.625248878723824	40303368	209427136	40303368	4.4	16846385	4741779365	5078224368		0.4698	0.4712		0.059
SRX6700185	0	0	2320507	0	0	0	57253600	74.20189635420599	0	0	13103199	0	1382665	77159214	0	3056010	43233	96.04	3.96	1528005.0	38579607.0	37051602.0	fail	pass	warn	pass	0.0	117.656877557099	warn	fail	38579607.0	pass	SRX6700185_val_2.fq.gz	pass	pass	48.0	122		Conventional base calls	4.5 Gbp	pass	9.755952737443462	Sanger / Illumina 1.9	20-126	4.435032062752335	38994162	54156098	38994162	4.4	17483769	4695359560	4913264412		0.4807	0.4699		0.0494
SRX6922015	0	0	916181	0	0	0	14462756	76.50168091781137	0	0	1078476	0	8090	18905148	0	2427200	12445	87.16	12.84	1213600.0	9452574.0	8238974.0	fail	pass	warn	warn	0.0	147.5457595994488	warn	fail	9452574.0	pass	SRX6922015_val_1.fq.gz	pass	pass	48.0	150		Conventional base calls	1.3 Gbp	pass	18.40588924502787	Sanger / Illumina 1.9	20-150	1.365377301013977	9479933	3649769	9479933	4.4	3330856	1402574422	1421989950		0.4023	0.577		0.0207
SRX6922016	0	0	518679	0	0	0	9070476	77.97746526531235	0	0	539216	0	4029	11632176	0	1492164	7612	87.17	12.83	746082.0	5816088.0	5070006.0	fail	pass	warn	warn	0.0	147.51412925664124	warn	fail	5816088.0	pass	SRX6922016_val_1.fq.gz	pass	pass	49.0	150		Conventional base calls	861.1 Mbp	pass	20.3678282261436	Sanger / Illumina 1.9	20-150	1.3709467097528218	5830798	2792522	5830798	4.4	2016147	862629130	874619700		0.4052	0.5788		0.0161
SRX6922017	0	0	1062874	0	0	0	17246743	80.41973038215679	0	0	1243264	0	4904	21445910	0	1872692	15433	91.27	8.73	936346.0	10722955.0	9786609.0	fail	pass	warn	warn	0.0	148.11814439210087	warn	fail	10722955.0	pass	SRX6922017_val_1.fq.gz	pass	pass	48.0	150		Conventional base calls	1.5 Gbp	pass	16.885660346744707	Sanger / Illumina 1.9	20-150	2.098868553270961	10739613	22926289	10739613	4.4	3384872	1577130396	1610941950		0.4127	0.5672		0.0201
SRX6922018	0	0	821333	0	0	0	13237039	81.75053838348467	0	0	985727	0	5406	16191990	0	1130642	11843	93.02	6.98	565321.0	8095995.0	7530674.0	fail	pass	pass	warn	0.0	146.377436250887	warn	fail	8095995.0	pass	SRX6922018_val_2.fq.gz	pass	pass	47.0	150		Conventional base calls	1.1 Gbp	pass	20.60731054172852	Sanger / Illumina 1.9	20-150	2.200035422443473	8107854	17562226	8107854	4.4	2601805	1189421751	1216178100		0.4169	0.562		0.0211
SRX6922019	0	0	1364206	0	0	0	22815635	78.74114242884004	0	0	2420413	0	6680	28975494	0	2355050	13510	91.87	8.13	1177525.0	14487747.0	13310222.0	fail	pass	warn	warn	0.0	147.2656017529848	warn	fail	14487747.0	pass	SRX6922019_val_2.fq.gz	pass	pass	46.0	150		Conventional base calls	2.1 Gbp	pass	18.01995554934035	Sanger / Illumina 1.9	20-150	1.0250334669437051	14503864	3280997	14503864	4.4	4999616	2153279181	2175579600		0.3694	0.5972		0.0334
SRX6922020	0	0	843834	0	0	0	13610696	76.81623865297055	0	0	1645154	0	4826	17718514	0	1604996	9008	90.94	9.06	802498.0	8859257.0	8056759.0	fail	pass	warn	warn	0.0	147.16850397273723	warn	fail	8859257.0	pass	SRX6922020_val_2.fq.gz	pass	pass	46.0	150		Conventional base calls	1.3 Gbp	pass	21.20066647040672	Sanger / Illumina 1.9	20-150	1.6439194373706678	8870399	10248303	8870399	4.4	3067167	1308686518	1330559850		0.3845	0.5783		0.0373
SRX6922021	0	0	1044425	0	0	0	16925139	77.24584340905996	0	0	2002825	0	6900	21910744	0	1920292	11163	91.24	8.76	960146.0	10955372.0	9995226.0	fail	pass	warn	warn	0.0	147.23093437630416	warn	fail	10955372.0	pass	SRX6922021_val_2.fq.gz	pass	pass	46.0	150		Conventional base calls	1.6 Gbp	pass	19.528500700288287	Sanger / Illumina 1.9	20-150	1.0407267388518346	10970213	2717720	10970213	4.4	3768739	1628406459	1645531950		0.3843	0.5789		0.0368
SRX6922022	0	0	941219	0	0	0	15492820	77.01672524638877	0	0	1098947	0	7503	20116176	0	2562436	13251	87.26	12.74	1281218.0	10058088.0	8776870.0	fail	pass	warn	warn	0.0	146.12238658082927	warn	fail	10058088.0	pass	SRX6922022_val_2.fq.gz	pass	pass	48.0	150		Conventional base calls	1.4 Gbp	pass	25.72966360675821	Sanger / Illumina 1.9	20-150	1.4061611096419695	10081474	4270589	10081474	4.4	3521975	1490956835	1512221100		0.4	0.5821		0.0179
