Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>100	>1k	>500	>5k	>10k+	>10	>50
SRX14953927										8.514974884734992	23.25254817611655	5.677780108900655	12.603231835785822	27.524191431699034	8.51882819468726	3.2362909464170224
SRX14953928										4.692411799753233	22.98905851776409	4.355507805644229	15.887933582840628	31.593623015054995	6.450676434385848	1.6525327342670835
SRX14953929										6.97241479321108	28.104717195142726	6.091991587558901	13.978399762825456	19.96148122784145	7.477444617976574	2.3655967034958025
SRX14953930										17.95791693960457	17.291702140011274	8.11939221368517	5.195378667498194	5.468014487453164	19.061444285732367	7.852629872404925
SRX14953931										6.0198285038636685	27.683882304636242	5.809211524987298	15.083771695414555	28.012347686910676	5.081489020170283	1.6546459699252662
SRX14953932										4.6388527741851835	28.27868655053883	5.36395765563737	16.62369785125636	32.15753493658602	3.8872395469261023	1.1273741423593877
SRX18804540										23.498653859776198	5.467300592271082	6.949863554065293	0.9181551788580418	0.1398784157472865	24.5803752525054	10.642381900004182
SRX18804541										23.248258329330163	5.354136228377831	6.988020816846964	0.946331920527028	0.2673654050183976	24.494446918779232	10.337617085573925
SRX18804542										24.73356467330282	6.081888923413262	7.651103804428147	0.5975625215182525	0.23051643599267332	23.40179044427633	10.581772634109333
SRX18804543										21.521366171210573	5.834567566838189	7.223209122998813	1.0285985386812266	0.16645384935136592	22.289212249141	9.541609202389042
SRX18804544										21.273845367963652	8.145677061197905	7.575427679420824	1.0083081654270225	1.143079337384509	22.110785651435997	9.192244475491927
SRX18804545										20.134856791789886	6.082679511664401	6.467219714074861	0.7797060412612726	1.2372777396257175	23.301862241984743	9.176562924269788
SRX18804546										19.366168276654932	5.0983331791136886	5.02662939122076	1.181862774292323	0.5104124592011009	26.16075566216342	10.191710109327214
SRX18804547										23.842123793268964	12.147391190942322	8.802650792611786	1.9025739175912413	1.2135979979811444	18.994802779692034	9.275238289698907
SRX18804548										18.83298981893906	5.661931178906182	5.557140640286274	1.4187907431805145	1.0031037075973948	23.92699072181849	9.259516177000515
SRX18804549										29.54546802818357	3.3945470157360838	6.728420803973151	0.19971373516364374	0.1432454732764499	20.279779465420027	11.18279777323431
SRX18804550										19.703799356645053	4.450889025336794	5.82461607819828	0.22500627000525716	0.2651656169302461	19.28340734419165	8.154016482338708
SRX18804551										23.186886188996947	5.693028706506522	7.595182189718037	0.5805064021279798	0.7008584648264559	19.88602091013077	9.248584850904559
SRX18804552										18.83125651022527	4.203112821025406	5.425698507407054	0.2508000346151947	0.0	19.47968592360757	7.934512015592269
SRX18804553										21.168767015590543	5.114691900234892	6.184276343870381	0.5657569643792333	0.2898799828758842	20.33221895642566	8.833569197973823
SRX18804554										21.370093340575412	5.97877664563033	6.715041375825607	0.21553471057696819	0.0	20.506029354550392	9.092756315971782
SRX19817112										10.582085478323451	2.0906548835727947	2.71067587684349	0.23740638580023463	0.0	15.325398599427848	5.4119437147578555
SRX19817113										10.516135230155141	2.2970975079634592	2.730584786734106	0.29027508425033133	0.0	15.444389310867598	5.634056480811549
SRX19817114										11.444593232438102	3.1247956162015966	3.4127153584205856	0.4281554821748329	0.0	13.795442856962293	5.272072485973214
SRX19817115										7.945752053407877	2.011439637282151	2.483599933933174	0.10012396952588998	0.0	11.90018068337161	3.799736666192346
SRX19817116										9.624005177229781	1.9742225289413626	2.5403956527280736	0.10785991438816839	0.0	15.733099540179648	5.586019606304385
SRX19817117										10.78693924338131	3.3894715159291877	3.5056117189910365	0.285482093878777	0.0	13.630331514414303	4.884880161927092
SRX2036088										6.356009596796137	16.731644548240745	3.5285649177176714	7.1446729056263685	48.15142619948018	4.9799649337356335	2.4485026164413686
SRX2036089										6.916201856747346	17.805499052698796	3.7034824039760252	7.863919355182706	44.74145530018559	5.048603361189584	2.4374069224695893
SRX2036090										6.763252752410915	18.23316404317958	3.759221728358322	8.358708720841163	45.578178845251514	4.608744548807168	2.2972330753616137
SRX2036091										6.212875566127267	15.917182422983592	3.8658341248829373	6.303259954603961	50.68436457812472	4.589902867450094	2.193325365432304
SRX2036300										20.356239618753996	8.12769731314892	6.455069636055434	1.7872983211579276	1.0528354508429396	24.894836081361703	10.208760885198467
SRX2036303										19.861086626121498	7.3668229688167965	6.255516785840555	1.8352293648266078	1.2604122978771808	25.170538212427296	10.208421031027408
SRX2036305										20.82071524084317	10.316665574909603	7.335868540233066	1.7762741620167863	1.5050696520152103	23.434003726391975	9.848010923333913
SRX2036307										20.6868979222531	8.8003878347802	6.512731191689758	1.7988069261218025	1.2228778517464063	24.964784084823243	10.525231466437349
SRX2037533										20.917795947515817	16.718832213154943	8.872322490701226	4.5807754205430875	7.612457825061771	15.210265520285041	8.073282865097928
SRX2037535										21.121549242703495	16.72555412306615	8.740409140090206	4.625231560178709	7.324642816742324	15.168776001842883	8.048105666605384
SRX2037536										19.896642428148464	18.091096740633542	8.460511360920444	6.211621223455381	9.606184315615103	13.847841292797996	7.590588673794533
SRX2037537										19.466483130307573	19.119915107952327	8.557076090978219	6.735962176115982	11.955532046386319	12.704275773818862	7.1882410154194
SRX2037538										21.845541340346593	16.892198576450383	8.86176781763438	5.266626590273139	8.978707893829869	15.532595352397314	8.544277011098853
SRX2037540										20.91194145444295	15.666081898948967	8.452787291234705	4.686208206529466	9.242092912510905	15.81576707152505	8.323066501709947
SRX2037541										18.650509023002726	16.414338332812978	8.034818870114536	4.669015311569674	10.465742371064799	14.9738232186466	7.54338712868323
SRX2037542										19.32391500495359	16.928723146950134	8.186430077148955	4.765662950730287	10.766109672897665	14.956226706464271	7.826549012309619
SRX2037691										15.918561035287004	11.127673660756294	5.911364884812507	2.749583870806448	4.729189369123665	21.65365246584091	8.415066300880806
SRX2037693										13.792289415236404	20.15953029066038	6.611407588963498	5.425613414221933	4.203214429374767	18.14517987796985	6.922483847391801
SRX2037695										15.581214831486514	14.656188028887257	7.134142608168547	3.234504367398582	3.303408310513879	20.724755169542753	8.015600593619485
SRX2037697										16.000893301619655	14.297290483168773	6.839088487990594	3.0754000455327297	3.5836468101114254	21.041038866252226	8.235180367899282
SRX2037699										16.679299115852583	11.718276332558009	6.259669569499578	2.799106175078983	6.104067690502636	19.264251713838267	7.971618538806549
SRX2037713										16.466693384661664	10.963866681511332	6.263245984443608	2.5581111411850723	6.8209694493466575	19.938075341590952	7.916858859754952
SRX2037715										16.752059873323432	12.423859132799036	6.534842936354466	2.4370106983507798	6.502432804270773	19.56623783657583	7.869706343165772
SRX2037717										13.933141771775384	17.94743201662158	7.399733757013391	3.5685581030221853	2.8235093299932297	19.169944912728074	6.990170124744613
SRX2116174										11.13659352474497	12.804563471710123	5.7175778953174925	1.560618158551425	1.7565264796553612	11.537980395489082	4.297768211284031
SRX2116175										9.870465715902322	11.823047473752267	5.409738156230614	1.7545595012161166	0.5192748412895742	10.501231467262171	3.9392455294108952
SRX2116176										15.454384404061164	12.077550505217577	6.603501554389718	0.8652629445500456	0.8367735990901382	19.664575059529447	7.66952474098402
SRX21659709										18.771331149220494	15.654751039412446	7.878312716571114	4.6342407563472925	8.522883491441366	17.017020311362725	7.932332348831918
SRX21659710										23.473528830602895	11.57184197430775	8.50909832137214	2.988446083508755	3.5576233177878183	19.524525206419586	9.240793212995309
SRX21659711										21.149303678694135	17.179868090589615	9.779723861478892	4.2914298855110795	11.60208105081346	14.939591272254434	7.6460830499102475
SRX22720559										24.136039198687875	6.527579252669071	7.400406265648937	0.20284681651662317	0.06909934512509464	21.3190080458269	9.914168054373564
SRX22720560										23.34644748156478	6.023017964757901	7.277935652996232	0.13380421404623283	0.06320964599838089	21.145620824373218	9.424186794821335
SRX22720561										24.277931143857025	7.908061627619984	7.977072427654018	0.9027012368748378	0.509715113963702	21.86887296059315	9.737737522874006
SRX22720562										21.85027640809038	7.485491878149765	7.155122857056119	0.7328476419481998	0.4799284050859393	21.5463372415391	9.289396855509313
SRX22720563										25.61764348882745	7.203370747466016	8.086770508208616	0.6893182031974088	0.45175172624889104	21.18039109031755	9.997399928713966
SRX22720564										24.76767389518272	6.699581319774188	8.051937255685683	0.6690297409780523	0.2558818731129126	21.667707733866134	9.857802061353944
SRX22720565										22.772354475486996	6.738083550689214	7.0833843884426955	0.3354549965413641	0.2323422057737775	22.375296248766155	9.919174880336348
SRX22720566										22.388232230835268	6.0993425698615615	6.749017552240125	0.41652150735823223	0.1461929409876157	22.427927681392557	9.780351510226224
SRX22720567										22.715178721887938	7.5838386546580985	7.558797537067045	0.54794762959757	0.25783429457955254	20.58656524862895	9.28125509893266
SRX22720568										20.187245879837594	10.04623160703406	7.564580169863763	1.3957826071907797	1.006893590823624	19.622324879843184	8.884178242601834
SRX22720569										19.956017874531145	9.090740535358831	7.365815916147526	0.670797943058951	1.103955663087916	20.94863169178497	9.19950899245407
SRX22720570										23.336877857180564	6.6148596474584265	7.5669430832201305	0.5695999557869846	0.21990676200437576	20.917175320972998	9.240196560354557
SRX22720571										24.11526761196082	7.85856404474788	8.271053669207024	0.5541315536312887	0.057425628228712305	19.788160695245445	9.391531402778792
SRX22720572										22.227782222865773	7.65848947283112	7.153245626607983	1.303697104654059	0.7460199400484459	22.65050147130824	9.766389975169364
SRX22720573										24.36088366324734	7.985430121721317	8.733654231819731	0.539352327373325	0.07611884936341458	19.463292995529898	9.16570290421783
SRX22720574										22.11581634601969	5.281611627959575	6.137154982654637	0.18057262253665063	0.05633126186410935	23.66645621772945	10.339850584809755
SRX22720575										22.094465588033568	5.104564950758469	6.443648409738745	0.21961751066370505	0.0	23.585980403835926	10.347669510094526
SRX22720576										23.709096595146153	6.223146573259519	7.464621853423085	0.3418434215033278	0.0	20.959417370203457	9.796842895036157
SRX22720577										24.59474617228907	6.529922232845618	7.812767293127523	0.22667144722678859	0.0	20.897728383232415	9.930273655686678
SRX22720578										20.80281723886458	10.05276106487291	7.8714336340358555	0.8987245986617441	0.368989762233022	20.446943877961335	9.117238054806048
SRX22720579										20.304429978748335	10.205124283227619	7.904155876331857	1.0902520302177487	0.4446385337056326	19.437480808502873	8.805571308656369
SRX3316529										22.888958050870865	14.26693105303118	8.403097160177943	2.962906342647156	2.7492414209410545	21.289985587974165	10.374072850494322
SRX3316530										27.426127421302887	12.367608874591234	11.419565154488028	1.484254297418649	0.5926596718453547	20.49356885014572	10.109407308230562
SRX3316531										27.52489310574355	9.405316548761746	9.334603354622756	1.097731541638823	0.896715031954191	23.335710488037982	11.826387966892009
SRX3316532										24.594443097760536	16.55176659203423	10.646996004204032	2.8490578748378494	1.802665777819935	18.334250667302758	9.277244520672529
SRX3316533										24.33076802759206	14.150404695361724	9.558410004236501	2.609220155354423	2.581144593116854	20.948948393289598	10.42939573885119
SRX3316534										25.687974841045197	12.499528715173236	9.544251134515791	2.1447803868817386	1.4770224082448016	21.250775045204517	10.815429820737062
SRX3316535										26.170187574135344	11.224738006637951	9.706650241234515	1.4605000038364695	1.4569135899679266	22.167560280597577	10.697616634665524
SRX3316536										22.40438826385268	5.75680204516011	5.307965386903213	1.340438063787085	2.1999218283033457	27.958894834116183	12.257596880813516
SRX3316537										22.729651702399327	13.376506946213516	9.193183419883285	2.6947188605024883	1.7427286317502975	21.439574493637696	9.730840541057422
SRX3316538										24.93493977054035	13.96315924585351	9.885058554352629	2.388869099456205	1.8848403760056205	20.50869165047132	10.565514595818184
SRX3316539										24.193407568029443	14.404048249343	9.137393064156148	2.161879289466041	2.459390010524047	20.878714787513466	10.415266081561166
SRX3316540										24.63760661736756	15.75510104532862	10.602365301031751	2.6723289253663953	1.5626536372109048	18.715921015126938	9.48325093852023
SRX3316541										24.090239207893827	17.549787354476745	10.986401728809152	3.1318683360852306	2.8167888269604298	17.593601544600126	8.857473927849856
SRX3316542										26.130278185315976	12.149753583555203	10.026642283961342	1.9014778029262793	0.9197254286905793	22.16469091217471	10.608694663193678
SRX3316543										27.19081504681895	13.613046097837914	11.480839239349093	1.607534968079532	0.8962175964168336	20.044932868944542	10.151373145561582
SRX3316544										26.96505284680092	9.67215743033365	9.714861907357323	1.2595373297513592	1.254471974163071	22.576053583872934	10.702113560675029
SRX3316545										27.199251488064295	8.948494993083221	8.339087824597815	1.0125351673112337	0.6670080086591506	24.568219493496223	12.210348013856038
SRX3316546										26.885816015146098	12.43197760946148	10.33766042609213	1.248090722415487	0.740708034776562	22.11995637004952	11.052280308206393
SRX3316547										28.156505646448238	8.336030805782261	8.40948076556329	1.0382408063728228	0.8471702149327947	23.88556542997413	12.342529801215877
SRX3316548										22.507905394002453	19.53087838111397	10.52933032030145	3.9431183725432737	2.5239412699684993	17.103029349513392	8.513874882804636
SRX3316549										23.427417806664817	16.498478680186775	9.873317851974807	2.682283582321201	2.592324770639309	19.363322256986123	9.511307518159482
SRX3316550										26.483941873641303	13.219685575795529	10.411659198434744	1.972873398788182	1.6060896851598532	20.754874272673984	10.361930326015438
SRX3316551										25.23961984791585	12.278950638230821	9.089649212693791	2.5493026360668485	1.9291671190895834	21.788297108176025	10.882135758587413
SRX3316552										26.535599510048595	12.96195124468941	9.304509425289039	2.861195886746721	2.805626255277444	19.85141276958964	10.923809733560512
SRX3316553										26.812421100523487	9.45196779229883	8.578806957439298	1.4152627044547452	1.1435216581544851	23.782199631892862	12.145540035494703
SRX3316554										25.97577698826303	13.638099690256514	9.138464460086333	2.869896216703154	2.7732339393891547	19.57936499508551	10.766844829105064
SRX3316555										26.13959694831266	7.889776727290151	7.189178159758231	1.3177815560919182	1.5068467248873139	24.392408918263694	12.351284663826997
SRX3316556										23.95674797468925	15.047210270957024	10.452259073783774	2.9321508889228407	2.297503111256436	18.956879678238117	9.297810368665646
SRX3316557										26.486855551230708	10.66922635760079	9.481193126518253	1.3699500369495585	0.8321568036061093	23.0271070226503	11.30627088344969
SRX3316558										24.664019064100454	12.855193553168299	9.546511098987397	1.7746680136054687	2.049290926389534	21.30211230867943	10.405442812272051
SRX3316559										25.340152594878912	13.116672285301892	9.666417670799454	1.961988977106427	1.8665317383544007	21.56330495549181	10.968897833506707
SRX3316560										25.53486750496623	14.849104425682338	10.111928674143801	2.670791761080943	3.280236826493823	18.251755630643615	10.15869584271692
SRX3316561										26.001826965844344	10.946137736684815	8.784611623126084	1.7433921416425153	2.162304416742388	21.47446843831522	11.229395200736496
SRX3316625										22.108569020748202	19.384724700209485	9.989784158149895	4.834331840998018	3.939964714112872	16.684853825980372	8.459935787021713
SRX3316626										23.880204463659247	12.813782032835183	9.009696343086947	1.76506324482169	1.6897408158344804	21.934857225500664	10.67840630816356
SRX3316627										21.09266623386347	18.607345728962006	9.626877116251588	5.3105074051633885	4.805141045705073	17.061197676306055	8.358009148549597
SRX3316628										26.429477799338596	9.91926586928406	9.502222793786059	1.141178945655235	1.0799099523959028	23.594240168927612	11.364895722777812
