Sample	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	featureCounts_mqc-generalstats-featurecounts-Assigned	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	FastQC_mqc-generalstats-fastqc-percent_gc	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-total_sequences	featureCounts_mqc-generalstats-featurecounts-percent_assigned	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_fails
SRX22720567	17120601.0	30660098	99.26194860172379	100	94.99	49.0	0.48545676243832486	18023406.0	85.05633729828868	77.58916916959458	20.0
SRX22720568	17036561.0	30330832	99.22603979142353	100	94.46	49.0	0.4902105705468686	18036550.0	84.08157879417072	78.3296739557918	20.0
SRX22720569	17153585.0	30137382	99.24027742482339	100	94.83	49.0	0.46269211663545734	18089369.0	83.3013633587772	78.34826064071513	20.0
SRX22720570	17082485.0	30268266	99.27252825179944	100	94.29	49.0	0.47969461029459165	18117784.0	83.53192090158488	77.81138125256092	20.0
SRX22720571	17175021.0	30281755	99.27418137885678	100	94.71	49.0	0.46129339951740034	18133602.0	83.49624911807373	79.05590406032017	20.0
SRX22720572	17344613.0	30306175	99.25589609931808	100	96.01	48.0	0.4706915603398046	18064867.0	83.88153369742494	81.30643739687804	20.0
SRX22720573	17084007.0	30111518	99.27228169693521	100	94.77	49.0	0.4866363909895892	18026522.0	83.52004341159099	79.30215021930871	20.0
SRX22720574	17031975.0	30047038	99.2664541070283	100	94.2	48.0	0.4868693910878593	18081200.0	83.08916996659514	77.99578630349532	20.0
SRX22720575	17005940.0	30021164	99.26579887708857	100	94.41	48.0	0.46712708472013054	18013353.0	83.33030502427839	77.84066582674266	20.0
SRX22720576	17138572.0	30328233	99.26964976395854	100	94.98	49.0	0.4646584417092944	18044288.0	84.0383200489817	77.46829919426852	20.0
SRX22720577	17101242.0	30114100	99.26997245118127	100	94.57	49.0	0.4898740805992549	18083534.0	83.26386866637904	78.91157394703362	20.0
SRX22720578	17114242.0	30393177	99.22988213647824	100	94.9	49.0	0.4836607174641331	18034333.0	84.26476598829576	79.20562262824015	20.0
SRX22720579	17087824.0	30272441	99.22937444288354	100	94.44	49.0	0.4640975614554747	18094287.0	83.65193113163288	77.80222206734231	20.0
SRX3316529	32969799.0	53525811	98.97489968382449	100	96.44	47.0	1.3816342698763182	34187657.0	78.2823622572322	90.88242786613607	20.0
SRX3316530	26322732.0	46720045	98.60987014903598	100	96.54	48.0	0.9055928818681925	27267106.0	85.67107378392119	90.66441182609762	20.0
SRX3316531	26438096.0	46134514	98.7057940518487	100	96.54	48.0	1.4776954096685373	27384912.0	84.23345307810374	90.64853910298308	20.0
SRX3316532	29457384.0	51766795	98.78018335550804	100	94.18	48.0	1.3851787824970234	31276617.0	82.75638474583104	90.64451316057135	20.0
SRX3316533	29704742.0	51633800	98.66884519646209	100	95.8	48.0	0.8482948625383407	31008374.0	83.25783222299886	91.17130661895978	20.0
SRX3316534	25180491.0	43952652	98.7304645973303	100	94.24	48.0	0.8223657151476013	26720386.0	82.24554091396735	90.48758958491848	20.0
SRX3316535	26616923.0	46749217	98.41545324740841	100	94.73	48.0	5.578398911534129	28096774.0	83.19321107825404	90.07941541424886	20.0
SRX3316536	25536855.0	38165422	98.75076875188111	100	94.27	47.0	1.460234084451442	27088389.0	70.4460903895023	88.22237272301109	20.0
SRX3316537	26508160.0	44221016	98.71907245146673	100	95.99	46.0	0.7695298419473152	27615590.0	80.0653109348741	89.49242365760131	20.0
SRX3316538	25431776.0	44853079	98.94331753656269	100	94.81	49.0	0.8881680444342229	26824681.0	83.60412375453784	91.35683390430664	20.0
SRX3316539	23755201.0	41847059	98.97409565215453	100	96.29	48.0	1.4643759850429132	24670955.0	84.81037519625812	91.05547422162127	20.0
SRX3316540	27761713.0	48671252	98.70789371431988	100	94.19	48.0	1.370922338163433	29475617.0	82.56188835673906	90.26105719234471	20.0
SRX3316541	29134382.0	49895655	98.81673740585015	100	96.5	47.0	0.7403697343231194	30191895.0	82.6308765978419	91.46413881914418	20.0
SRX3316542	25874083.0	45265845	98.76679414607217	100	95.89	48.0	0.8170470252623685	26983182.0	83.87788549178522	90.97673072652837	20.0
SRX3316543	28966321.0	51102772	98.7159301237154	100	96.14	48.0	1.7804571228133745	30129879.0	84.80414408567654	91.34404717003274	20.0
SRX3316544	22791239.0	39861538	98.56514003836958	100	95.55	48.0	3.2959284826292983	23851713.0	83.56116392981922	89.91626312168914	20.0
SRX3316545	22124261.0	39078095	98.72500003780955	100	95.6	48.0	0.8196230425770621	23142305.0	84.42999735765301	90.67931648420377	20.0
SRX3316546	26467538.0	46891992	98.75984062387302	100	96.04	48.0	0.8141243143061767	27559711.0	85.0734465248928	91.44762520611125	20.0
SRX3316547	20888067.0	37038276	98.82216049524789	100	96.34	48.0	1.275355516468202	21680779.0	85.41730903672787	90.66901228346852	20.0
SRX3316548	22761904.0	40458161	98.97716564528966	100	96.54	48.0	1.5764153199668438	23576668.0	85.80126971292127	91.61124765208267	20.0
SRX3316549	22164830.0	39273358	98.95760144188445	100	96.87	48.0	0.8066523896045319	22880613.0	85.822346630311	91.31596986169468	20.0
SRX3316550	26554442.0	47213640	98.794966321764	100	96.31	48.0	1.3072046659561025	27570773.0	85.62262654006835	91.3750516828493	20.0
SRX3316551	28287987.0	49122606	98.76782080593333	100	96.63	48.0	0.8562885087470655	29274630.0	83.89961888502093	91.02369295423605	20.0
SRX3316552	25746363.0	44760965	98.81938803240479	100	96.44	47.0	0.7486427308297089	26696675.0	83.83247164675002	91.66629369492689	20.0
SRX3316553	23791203.0	41778393	98.69197454513481	100	95.56	47.0	1.6709829722248362	24895673.0	83.90693635797675	90.58270248368446	20.0
SRX3316554	24633828.0	42202441	98.81313470148493	100	96.08	47.0	1.4211196195256126	25638923.0	82.30150892063602	91.27538536012275	20.0
SRX3316555	21563795.0	36957393	98.77505409753611	100	95.69	48.0	0.8079422343818924	22534298.0	82.0025389741451	89.38366644241638	20.0
SRX3316556	23086179.0	39385078	98.79875985063282	100	96.59	47.0	0.94204614094967	23901637.0	82.38991747720041	90.51021765946896	20.0
SRX3316557	25314664.0	44478944	98.73428208070118	100	96.08	48.0	1.4436996499883183	26348637.0	84.40463922289415	90.67154290752836	20.0
SRX3316558	21430416.0	37901664	98.88488403889963	100	95.68	48.0	3.2362569731734534	22398675.0	84.6069332226125	90.58571769316949	20.0
SRX3316559	24561918.0	42557799	99.19072555000005	100	95.14	48.0	0.5712935940421654	25816043.0	82.42510093432986	91.47661941638022	20.0
SRX3316560	25087735.0	43426291	98.97425162415307	100	96.09	48.0	1.4490946234852182	26109608.0	83.16151471902604	91.78759057272208	20.0
SRX3316561	25431150.0	43793040	98.99695971880676	100	94.72	48.0	0.7500644634914286	26850148.0	81.55083539949203	90.03569731279568	20.0
SRX3316625	23885907.0	42186036	98.99206429591861	100	95.59	48.0	1.436766241372656	24988709.0	84.41019502047905	92.02010445377759	20.0
SRX3316626	22963577.0	40238688	98.96943414402962	100	94.16	48.0	1.2656231152477093	24387637.0	82.4981280474201	89.91138359569408	20.0
SRX3316627	24311813.0	42711250	99.00271708203731	100	95.94	48.0	0.7662066887782545	25340420.0	84.27494492987883	91.78046249407934	20.0
SRX3316628	24210257.0	42202921	98.79920317809426	100	95.61	48.0	0.7522829774676824	25322597.0	83.33055452408772	90.75687262515231	20.0
SRX3316629	22574666.0	39807446	98.84537042981367	100	96.23	48.0	1.2160234439115198	23458398.0	84.84689789984806	90.65464502284922	20.0
SRX3316630	28890536.0	50504675	99.00173164899715	100	95.59	48.0	0.7475578427177361	30224370.0	83.54959094267308	91.79367818958245	20.0
SRX3316631	27129634.0	47694590	98.98791224867621	100	96.47	48.0	1.3777994011573245	28121194.0	84.8018579865421	91.8064334530089	20.0
SRX3316632	22757942.0	40262185	98.99023464075056	100	96.17	48.0	1.2522827563586554	23665284.0	85.06592399229184	91.54110391527796	20.0
SRX3316633	22356348.0	39294304	98.95762632292667	100	94.39	48.0	0.8008945100933534	23686120.0	82.94795432937096	89.98844451260481	20.0
SRX3316634	23631124.0	40879295	98.97740039727775	100	95.74	48.0	0.755836639484396	24683487.0	82.80696929084614	90.74187499566443	20.0
SRX3316735	23353437.0	39483881	98.72817534289857	100	81.48	48.0	1.0762299791919994	28662558.0	68.87710615360987	87.95118441201056	20.0
SRX3316736	26671441.0	46983467	98.78100289635941	100	85.23	48.0	0.8130093591492604	31293423.0	75.06923579437124	90.49638767333788	20.0
SRX3316737	27255483.0	47749986	98.85288370076847	100	83.5	48.0	1.2495333455988582	32642950.0	73.13981426311041	90.76835462223895	20.0
SRX3316738	25223300.0	43794758	99.00456735531101	100	85.08	49.0	1.1870799260731075	29647573.0	73.85892599033316	90.79879300753989	20.0
SRX3316739	21296816.0	37643522	98.98049513326458	100	83.61	49.0	0.8194689570709344	25471284.0	73.89404083437647	90.08594498294885	20.0
SRX3316740	13750817.0	24384669	97.98743255787006	100	69.52	48.0	2.3127843266279937	19780477.0	61.63822288006503	83.82199908151529	20.0
SRX3316741	33002530.0	52993429	98.07953745844532	100	86.57	48.0	2.643237429422092	38120856.0	69.50713410003175	91.6078299585598	20.0
SRX3316742	25084872.0	44146951	98.85619498474995	100	85.48	48.0	1.1603770598177088	29344818.0	75.22103391474432	89.84175145582678	20.0
SRX3316743	24690126.0	43331716	98.73445193571452	100	84.41	48.0	0.8107107301655474	29251085.0	74.06856190120811	89.49498051400236	20.0
SRX3316744	5039297.0	8766431	97.53067608296782	100	64.03	48.0	73.00838320306953	7870040.0	55.69495834836926	76.65767890450383	20.0
SRX3316745	15406042.0	26485372	97.57721180281867	100	67.08	48.0	8.130466617830892	22966819.0	57.660079090622	86.25062204920448	20.0
SRX3316746	14602882.0	25507447	97.269984262219	100	66.14	49.0	26.928452935896953	22079987.0	57.76146290303522	82.95072075728919	20.0
SRX3316747	20942731.0	37431889	98.75889211523165	100	77.4	48.0	1.0233339621855746	27058157.0	69.16932479917239	84.84020146773281	20.0
SRX3316748	22448619.0	39339606	98.99774123384823	100	84.56	49.0	0.8072223555379966	26548565.0	74.08989148754368	90.93905225573211	20.0
SRX3316749	19341928.0	34654253	99.01773093390781	100	77.17	49.0	0.7277872482655654	25064444.0	69.13030466584458	86.9247996509061	20.0
SRX3316750	23206630.0	40825959	98.52450957771534	100	84.59	48.0	0.8102585273613612	27434622.0	74.40590761556692	87.26151031928156	20.0
SRX3316751	17865115.0	31052170	99.25976027349387	100	81.88	48.0	0.5204231521614335	21818113.0	71.16144737173192	90.14929121121688	20.0
SRX3316752	14768784.0	25759004	98.87189513966995	100	83.58	48.0	1.2574876568787525	17671125.0	72.88444850002476	89.68639356738237	20.0
SRX3316753	18852521.0	32971269	98.83509873225405	100	82.99	48.0	0.7936432347082812	22715829.0	72.57333421553754	90.50818542259576	20.0
SRX3316754	16861088.0	29338601	98.86283066448911	100	83.2	48.0	0.7699301253218748	20264952.0	72.38754130777117	89.82106806750063	20.0
SRX3316755	21523573.0	37724931	98.66702439412809	100	82.71	48.0	1.751799179789975	26021672.0	72.48752309229015	90.07312903579717	20.0
SRX3316756	15940253.0	27771698	98.8534419123	100	82.75	48.0	1.3437691018675706	19262417.0	72.08778109206129	89.38826008177631	20.0
SRX3316757	17181639.0	29851575	98.88800788603658	100	82.99	48.0	0.773924542355556	20702922.0	72.0950767239523	90.18753280995388	20.0
SRX3316758	21959151.0	38344395	98.86658227794057	100	83.71	49.0	0.9672767388019405	26232572.0	73.08546603817575	90.94755720106303	20.0
SRX3411505	5146580.0	658166	141.37563429299792	147	65.86	50.0	5.764510860971942	7814015.0	4.211445716446667	90.5524873924368	30.0
SRX3411506	2875332.0	581637	141.10535224329854	147	58.89	51.0	4.789190756312227	4882364.0	5.956510002121923	86.0930269127997	40.0
SRX3411507	3391428.0	557602	141.06819624493585	147	57.27	50.0	22.666136651894295	5921763.0	4.708074267747628	88.37575915947612	40.0
SRX3411508	3295151.0	384929	141.02967094871664	147	67.67	50.0	21.09703644695751	4869241.0	3.9526591516008347	79.83546338420896	40.0
SRX3411509	3456861.0	453370	139.01367009923956	147	64.09	51.0	5.268357660552186	5393816.0	4.202683220933009	78.20677849986953	40.0
SRX3411510	1903786.0	336984	139.85746380122112	147	34.46	51.0	35.449044432856006	5524772.0	3.0497548134113046	87.77282478615022	30.0
SRX3411511	3138331.0	393403	138.70955442635838	147	47.55	51.0	8.434693851462633	6600166.0	2.9802507997526124	89.50409814047264	40.0
SRX3411512	2141005.0	249162	139.3031477724325	147	51.33	51.0	6.030946594096546	4171299.0	2.9866235913560737	86.75589676363745	40.0
SRX3411513	2646805.0	466297	138.8086013553929	147	50.21	51.0	34.68110845267993	5271239.0	4.4230303349933475	87.07005530834358	40.0
SRX3411514	1002826.0	1293047	143.51261059116868	147	22.39	47.0	23.709553733523904	4479449.0	14.433103267834952	77.87109741102965	30.0
SRX3411515	617463.0	710780	142.43402079418206	147	14.98	49.0	5.11862320625267	4120768.0	8.62436322549583	81.14676520650687	40.0
SRX3411516	1215753.0	1101257	140.59865338408545	147	21.31	44.0	7.058409373432211	5705116.0	9.651486490371099	84.41016282666247	30.0
SRX3411517	1167231.0	761702	140.54049075467168	147	21.35	47.0	12.471447535542529	5466112.0	6.967493531050955	83.67531574055232	30.0
SRX3411518	659462.0	910063	143.2158303854108	147	21.87	49.0	62.70625354497311	3014835.0	15.093081379246293	61.66296171851286	50.0
SRX3411519	457180.0	543413	139.75303201904515	147	14.08	47.0	6.834065165267789	3246599.0	8.368957792446803	55.278996732544144	40.0
SRX3411520	1067077.0	298926	139.9695974795214	147	30.89	47.0	9.217538307941311	3454582.0	4.326514756343893	66.20560710820742	40.0
SRX3411521	1415085.0	1636311	141.39147664897996	147	26.97	45.0	5.189632323307347	5246880.0	15.593181090476627	67.99217308629113	30.0
SRX3411522	648432.0	759650	140.76126633864035	147	16.04	46.0	5.9942594240371365	4041952.0	9.397068545099001	57.463786220608846	20.0
SRX3411523	626085.0	667706	138.8678964214212	147	13.85	47.0	7.668591041408127	4521823.0	7.383150556755538	56.87247834044332	30.0
SRX3411524	2189350.0	512104	137.61954805234777	147	35.17	49.0	9.04819218799992	6225367.0	4.113042652746417	66.99315234944453	40.0
SRX3411525	598024.0	503876	139.93581512102836	147	13.77	47.0	6.850122179798731	4343858.0	5.799867306896312	60.791123837678754	40.0
SRX3541437	15219846.0	24027601	98.77760989718558	100	37.73	51.0	0.5133589326079572	40340842.0	29.780738091683855	92.9517877147013	20.0
SRX3541438	28332785.0	48724375	99.03991803100674	100	87.9	49.0	0.45342237766082943	32231700.0	75.58455650803401	92.62793487951022	20.0
SRX3541439	21060724.0	35033759	99.10842948628218	100	64.37	50.0	0.4348729878120361	32719052.0	53.53724643366806	93.21503365484955	20.0
SRX3541440	25661655.0	44594969	98.98621906970389	100	83.84	49.0	0.4379212995913364	30606642.0	72.85178328285737	91.31024564808449	20.0
SRX3541441	6701035.0	10341652	98.85562160983262	100	21.43	52.0	0.5246617953484112	31270580.0	16.535753414231525	93.51197733090729	30.0
SRX3541442	28184805.0	46517819	98.92093175758295	100	80.57	48.0	0.45581014507982764	34982275.0	66.487698412982	91.30757294655193	20.0
SRX3541443	5291425.0	7465739	98.78421487989876	100	18.65	52.0	0.41315579800603097	28369857.0	13.157872103479406	93.22961355540626	20.0
SRX3541444	5876401.0	8602056	99.14331563614098	100	20.6	53.0	0.4563302581683905	28524487.0	15.078371085166228	93.15827603752759	30.0
SRX3541445	15058540.0	23157909	98.8739678389976	100	45.85	51.0	0.4953850036033056	32839959.0	35.25873616346476	91.27997636261208	30.0
SRX3541446	12179719.0	18883191	98.81521516424264	100	33.31	51.0	0.5108031631028209	36566020.0	25.82068133201262	91.87713301503868	30.0
SRX3541447	4116297.0	6063806	98.66578536258012	100	13.47	53.0	0.4143981848377663	30553964.0	9.923108504022588	93.67590444490025	40.0
SRX3541448	14876918.0	23762490	99.06461436864913	100	55.37	49.0	0.4222224414227077	26869457.0	44.21840381813447	91.21537397658176	30.0
SRX3541449	5653609.0	7140693	99.1101016704528	100	15.52	53.0	0.534949212574459	36439102.0	9.798118790084343	94.75822217382263	30.0
SRX3541450	8249816.0	9413317	98.79232358674886	100	27.13	52.0	0.42037679304155257	30406857.0	15.478937859312458	91.5477860827885	30.0
SRX3541451	22813559.0	32601214	98.81256831627931	100	72.41	48.0	0.46242167405514095	31504204.0	51.741053352752544	88.71744977544765	30.0
SRX3541452	2800502.0	3487807	98.64275016287044	100	12.52	53.0	0.5422128146534815	22376682.0	7.793396268490565	92.83218468845827	40.0
SRX3541453	1358230.0	1595603	99.07834099679899	100	5.7	54.0	0.466161435251643	23818423.0	3.3495143654136963	94.39571014577066	30.0
SRX5252024	13589650.0	8071384	98.62664073226811	100	99.21	45.0	1.8090746250437135	13698152.0	58.92315985397154	79.60716569404607	10.0
SRX5252025	11960542.0	6557659	98.90864661898023	100	99.48	45.0	1.7050555603257875	12023266.0	54.54141162642496	77.68541906478308	20.0
SRX5252026	8912840.0	7073415	99.53459618633241	100	98.85	44.0	0.8416345571332087	9016832.0	78.44678707554937	72.75706713152776	20.0
SRX5252027	11113061.0	6726385	98.44419980402309	100	98.01	45.0	1.8918147703118864	11339091.0	59.320319415374655	78.57258824330121	20.0
SRX5252028	14973665.0	9460790	99.1062070350128	100	99.41	45.0	1.4142156072877583	15062119.0	62.811812866436654	81.10523379093999	20.0
SRX5252029	9883591.0	5583882	98.8328331858765	100	99.31	45.0	2.0452410016863447	9952065.0	56.10777260799643	75.40193125400631	20.0
SRX5252030	11338802.0	6073077	99.00083546792082	100	99.49	45.0	1.6108937187932377	11397206.0	53.28566492524571	76.26517316150226	20.0
SRX5252031	9649173.0	6972856	98.57186754721104	100	98.17	47.0	1.7613642577446897	9829374.0	70.93896315268907	79.59855473586208	20.0
SRX5252032	13623590.0	8369505	99.12539226177242	100	99.48	45.0	1.4283841067912246	13695255.0	61.11244368943842	80.06031992766637	20.0
SRX5252033	15595926.0	10117866	98.83617582179726	100	99.17	46.0	1.7405233995525504	15726537.0	64.33626169575668	81.78576497200983	20.0
SRX5252034	10268365.0	6508221	96.73047355367413	100	95.79	46.0	3.6412244780561256	10719334.0	60.714788810573495	77.57191602178592	30.0
SRX5252035	11980562.0	8348584	98.60517451445313	100	98.47	47.0	1.7100926299164216	12166127.0	68.62154241855276	80.80479032810639	20.0
SRX5252036	11008207.0	8784483	99.04017836969234	100	99.49	44.0	1.5703163184928883	11064660.0	79.39225425815162	76.02359175962773	20.0
SRX5252037	10362626.0	5818280	98.92910801726802	100	99.46	44.0	1.9051572691017729	10419260.0	55.8415856788294	76.1804874862259	20.0
SRX5252038	8642284.0	5561932	96.14876759994333	100	94.69	45.0	4.2460082591990345	9126947.0	60.93967676157208	76.23527267114463	40.0
SRX5252039	7526476.0	5992268	98.73070317858509	100	99.12	44.0	1.9844080234577912	7593064.0	78.91765432241846	70.12795229521569	20.0
SRX5252040	15068957.0	10233209	99.09425326046977	100	98.99	46.0	1.2898272197961775	15222423.0	67.2245739065325	82.22666754307016	20.0
SRX5252041	9612363.0	7661425	99.08840580040203	100	99.51	44.0	1.5632837501045267	9660158.0	79.30952061032542	74.1556958586034	20.0
SRX5252042	10434396.0	5689060	99.02752844914741	100	99.5	44.0	1.5735784318651949	10486606.0	54.250727070321894	76.30788009613292	20.0
SRX5252043	8957160.0	5027592	94.49781676766558	100	92.35	44.0	5.983030986680881	9699609.0	51.83293470901765	75.99388964748132	40.0
SRX5252044	9631998.0	7689952	98.64847069037523	100	99.08	44.0	2.0874199977695	9721380.0	79.10350176621014	74.6625703711467	20.0
SRX5252045	12681578.0	7032923	99.12906477412929	100	99.49	45.0	1.407006877718282	12747049.0	55.1729502255777	78.53925104642201	20.0
SRX5252046	8259324.0	6539055	99.09352429022417	100	99.55	44.0	1.5863467774536948	8297021.0	78.81208207138441	72.42472749824779	20.0
SRX5252047	6667086.0	3661007	94.97489491844242	100	93.09	44.0	5.558277594366535	7162056.0	51.11670447703843	72.03053779033061	40.0
SRX5252048	10044373.0	7968505	98.73071015407825	100	99.17	44.0	2.134578513769767	10128295.0	78.6756803588363	74.71110009540637	20.0
SRX5252049	11998983.0	9598111	99.07735034107307	100	99.44	45.0	1.5064128016209297	12066036.0	79.54651386752037	76.92087253101667	20.0
SRX5252050	9588313.0	7566580	99.18746190500995	100	99.49	44.0	1.4030628824511286	9637094.0	78.51516235080824	74.36092490081045	20.0
SRX5252051	7762687.0	6103745	95.52144880583324	100	93.88	44.0	4.967474919500193	8269155.0	73.81340656935322	73.25433545597184	40.0
SRX5252052	11034581.0	5855925	99.08606117244518	100	99.23	43.0	1.4522546839985364	11119974.0	52.66131917214915	76.88012048235008	20.0
SRX5252053	15264074.0	9343191	99.1481694919661	100	99.22	45.0	1.2675696174345152	15384800.0	60.73001273984712	81.73130896496043	30.0
SRX5252054	11135913.0	6542861	98.96185122972808	100	99.2	45.0	1.5540410623801795	11226181.0	58.28216202820889	76.50421551911596	20.0
SRX5252055	13425894.0	8061648	99.06094636996434	100	99.22	44.0	1.395842954868089	13531093.0	59.578690354134736	80.62264478039619	20.0
SRX5252056	15624837.0	9943506	99.17153415611506	100	99.11	46.0	1.2272273275273546	15764732.0	63.07437386185823	82.15765573426921	20.0
SRX5252057	13926329.0	8711134	98.89424301474155	100	98.99	45.0	1.4986690006757468	14068735.0	61.918388540263216	80.43257332063378	20.0
SRX5252058	15636071.0	11434487	99.04848692687422	100	98.99	46.0	1.3110183426661153	15796031.0	72.38835502411966	84.3714665010346	20.0
SRX5252059	15278446.0	11675381	98.98955661984331	100	98.8	48.0	1.3621339245507393	15463863.0	75.5010633500827	85.60983439349025	20.0
SRX5252060	10839690.0	8560843	99.04372394884749	100	99.16	44.0	1.510034842321991	10931858.0	78.31096049729149	75.45256233564476	20.0
SRX5252061	13176153.0	8324374	99.10318456302049	100	99.06	45.0	1.2920570507178213	13301825.0	62.58069099540853	79.6659022817607	20.0
SRX5329169	5890777.0	8623407	99.11697757593372	100	20.54	53.0	0.6314136660210191	28674282.0	15.036831610988552	93.00403046578592	30.0
SRX5329170	25724646.0	44709535	99.08948314983012	100	83.57	49.0	0.8902543305370143	30781203.0	72.62473627167853	92.39856026238365	20.0
SRX5329171	27324686.0	46870377	99.06759627052492	100	82.06	49.0	0.7291686220424312	33298198.0	70.37974997926314	92.60216013963122	20.0
SRX5329172	28269452.0	46661094	99.06229570036936	100	80.23	49.0	0.7827684884398752	35236236.0	66.21180253191629	92.27057368348343	20.0
SRX5329173	4122515.0	6074292	99.02181496890606	100	13.4	53.0	1.3307919053307802	30766764.0	9.871515899429657	94.85336620169672	30.0
SRX5329174	32151288.0	56638517	98.96987204399807	100	90.26	49.0	4.32417892998432	35621932.0	79.49950187990926	92.8123474885812	20.0
SRX5329175	21126064.0	35145870	99.08576739710118	100	64.01	50.0	0.6727380343932392	33003415.0	53.24580804743994	93.07848824714452	30.0
SRX5329176	6983139.0	10462682	99.04047778784688	100	20.67	53.0	0.7283152374724169	33783195.0	15.485039233263755	94.86554092655376	20.0
SRX5329177	28403643.0	48851758	99.03273645926004	100	87.18	49.0	1.1934406353846545	32582082.0	74.96721357462668	92.49053045942364	20.0
SRX5329178	5307443.0	7488934	99.02640105140327	100	18.55	53.0	1.002389827115634	28610906.0	13.087551299493978	93.10694573071842	20.0
SRX5329179	6718061.0	10369214	99.10478213526787	100	21.37	53.0	0.6583170805347107	31438613.0	16.49120780232894	93.35163108577076	30.0
SRX5329180	12218855.0	18946904	98.97936138731173	100	33.17	51.0	0.9955232627975362	36840170.0	25.71500620111145	91.6990715208015	30.0
SRX5329181	22850869.0	32657847	98.79312149657825	100	72.15	48.0	0.7761874637276469	31671715.0	51.55680233924813	88.60336917433557	30.0
SRX5329182	24758431.0	42116605	98.86660170888705	100	89.94	48.0	0.7301169382438032	27527624.0	76.49880171278132	89.88836642715137	30.0
SRX5329183	29688233.0	45676261	98.88790811326189	100	77.93	48.0	1.0858783477443898	38096379.0	59.94829718593465	90.57257152131001	20.0
SRX5329184	15258946.0	24092674	98.95997221275255	100	37.61	52.0	1.0440762584375822	40576887.0	29.687681561180383	92.82181319139436	30.0
SRX5329185	2805214.0	3494126	98.91624624562839	100	12.47	53.0	0.8292449278050624	22503433.0	7.763539900778695	92.744874491414	40.0
SRX5329186	1360545.0	1598452	99.04160362222271	100	5.67	53.0	0.6860092241242217	23989690.0	3.331539507179959	94.25375935425568	30.0
SRX5329187	14901203.0	23804789	98.84900419144684	100	54.98	49.0	1.3024675657665739	27101143.0	43.918422555092974	89.96452263900277	40.0
SRX5329188	15095751.0	23216903	98.98187646994222	100	45.63	51.0	0.9822234393382127	33080807.0	35.09119804725441	93.1206568271004	30.0
SRX5329189	8267999.0	9435369	99.03839349832958	100	26.99	52.0	2.608708949342056	30632374.0	15.400975778109787	92.98441776723953	30.0
SRX5329190	5671067.0	7163475	98.9808080495171	100	15.41	53.0	1.0475048982223323	36800220.0	9.732924150996922	92.67437008100052	40.0
SRX5329191	6528245.0	9395642	98.96736368772744	100	17.47	53.0	0.7492401146059634	37378641.0	12.568196366475709	93.33507701278029	30.0
SRX5329192	8912819.0	12534295	98.47468553582453	100	26.68	52.0	3.029113366183157	33401102.0	18.763295594259137	91.76745467741581	40.0
SRX5329193	15316384.0	25040439	98.96041081195334	100	43.51	51.0	1.0707238439993423	35199560.0	35.56925001335244	91.57454452622451	30.0
SRX5329194	11608218.0	18517956	99.01768585528801	100	31.89	52.0	0.9612736907166134	36402650.0	25.43490103055684	92.54302040989076	20.0
SRX6700162	35398234.0	61689032	120.65768625734015	126	95.41	48.0	4.356176873159794	37101464.0	83.13557653681805	91.06184342679452	20.0
SRX6700163	32572429.0	56017804	121.31670124461765	126	95.98	49.0	6.943490822603512	33936848.0	82.53242021769375	91.03573146665538	20.0
SRX6700164	39452192.0	68234509	119.73847443877554	126	95.3	48.0	7.4378340553933455	41397919.0	82.4129698403439	91.76630595993942	20.0
SRX6700165	40619062.0	68454596	121.55444670519888	126	96.05	49.0	3.6591564683164863	42288243.0	80.93809430673201	91.1954818744497	20.0
SRX6700166	34412876.0	58241784	119.50268460422892	126	94.32	48.0	5.279267710072293	36483590.0	79.81915156923975	90.18706234437526	20.0
SRX6700167	33199317.0	56488770	120.48711606161609	126	94.94	48.0	6.92083702112212	34967297.0	80.77371550909412	89.97649901589348	20.0
SRX6700168	38116464.0	65047579	118.84963998556407	122	95.97	47.0	6.23216974325355	39717574.0	81.88765381289402	91.4791139443563	20.0
SRX6700169	33557083.0	57042023	118.45489771343962	122	95.64	47.0	4.570477001045129	35086281.0	81.2882149008611	90.4856634461178	20.0
SRX6700170	39348271.0	66985338	120.2483912004686	126	96.01	47.0	6.801618964264698	40981955.0	81.72540573040013	91.01118079960497	20.0
SRX6700171	42227285.0	65559582	120.75024725492754	126	95.4	48.0	4.278876839879561	44265043.0	74.053448903235	89.28666994394978	20.0
SRX6700172	38393877.0	59396997	120.99082728624973	126	95.59	47.0	4.093445192568234	40166194.0	73.9390406270507	88.33235992181505	20.0
SRX6700173	33377965.0	50428646	121.23119781698229	126	95.43	47.0	6.279590417773752	34976537.0	72.08924943026807	87.03382794405968	20.0
SRX6700174	39128944.0	67467324	121.42599204166342	126	95.66	48.0	6.660009277227756	40903020.0	82.47230155621762	91.41695115159514	20.0
SRX6700175	34855058.0	60475496	120.8564320270437	126	95.61	48.0	4.210824440432123	36455366.0	82.94457392088725	90.574280846364	20.0
